particle_id,x,y,charge
     1, -6.1224489796E-01, -7.5510204082E+00, 1.0
     2,  9.5918367347E+00, -5.9183673469E+00,-1.0
     3, -4.6938775510E+00, -3.0612244898E+00,-1.0
     4,  1.4285714286E+00, -2.6530612245E+00, 1.0
     5,  7.5510204082E+00,  6.3265306122E+00, 1.0
     6, -8.7755102041E+00, -7.1428571429E+00,-1.0
     7,  8.7755102041E+00,  1.4285714286E+00, 1.0
     8,  6.7346938776E+00,  3.0612244898E+00, 1.0
     9, -2.2448979592E+00,  1.0000000000E+01, 1.0
    10, -6.7346938776E+00,  7.9591836735E+00, 1.0
    11, -3.8775510204E+00, -8.7755102041E+00, 1.0
    12,  1.0204081633E+00,  5.5102040816E+00, 1.0
    13,  4.2857142857E+00,  5.5102040816E+00, 1.0
    14,  5.9183673469E+00, -4.6938775510E+00,-1.0
    15, -9.5918367347E+00,  1.8367346939E+00,-1.0
    16,  5.9183673469E+00, -5.1020408163E+00, 1.0
    17,  9.5918367347E+00,  3.4693877551E+00, 1.0
    18,  9.1836734694E+00,  3.4693877551E+00,-1.0
    19,  3.8775510204E+00,  9.1836734694E+00,-1.0
    20, -5.9183673469E+00,  3.0612244898E+00,-1.0
    21, -1.8367346939E+00,  3.8775510204E+00, 1.0
    22, -9.5918367347E+00,  2.2448979592E+00, 1.0
    23, -6.7346938776E+00,  7.5510204082E+00,-1.0
    24, -1.0204081633E+00,  7.1428571429E+00,-1.0
    25, -5.1020408163E+00, -2.6530612245E+00,-1.0
    26,  3.8775510204E+00,  7.9591836735E+00,-1.0
    27, -1.8367346939E+00, -4.6938775510E+00,-1.0
    28, -2.2448979592E+00,  6.1224489796E-01,-1.0
    29, -6.7346938776E+00,  3.8775510204E+00, 1.0
    30,  6.1224489796E-01, -4.2857142857E+00,-1.0
    31, -6.7346938776E+00,  8.3673469388E+00,-1.0
    32, -5.1020408163E+00, -3.0612244898E+00, 1.0
    33,  6.1224489796E-01, -2.6530612245E+00, 1.0
    34, -1.0204081633E+00,  6.7346938776E+00, 1.0
