particle_id,x,y,charge
     1, -3.2862492464E-01, -9.9816566516E+00, 1.0
     2,  6.4656982632E-01,  6.0487448799E+00, 1.0
     3, -2.5120895798E+00, -7.1652290137E+00, 1.0
     4, -9.9978882126E+00, -8.0224333400E+00, 1.0
     5, -4.8128923885E+00, -9.9901024150E+00, 1.0
     6, -9.5148343457E+00, -9.9787009626E+00, 1.0
     7,  1.3648061353E+00, -2.7616603991E+00, 1.0
     8, -5.8157170094E+00, -2.4903945177E+00, 1.0
     9,  9.9798244576E+00,  5.4527898494E+00, 1.0
    10, -1.7605167024E+00, -1.0002871832E-01, 1.0
    11,  6.9830969040E+00,  2.5312610174E+00, 1.0
    12,  1.5131149910E+00,  9.9882894975E+00, 1.0
    13, -3.0569478841E+00,  4.7947854583E+00, 1.0
    14,  6.9263778484E+00,  7.8727761747E+00, 1.0
    15,  2.7680185011E+00, -9.7351127278E+00, 1.0
    16, -9.8717875666E+00,  2.2400544777E+00, 1.0
    17,  8.4051722965E+00, -7.8737142224E+00, 1.0
    18, -3.6700965896E+00,  8.2210190351E+00, 1.0
    19, -6.0220650328E+00,  8.0026368563E+00, 1.0
    20,  5.6710920297E+00,  9.9510124583E+00, 1.0
    21,  9.9280245144E+00,  7.8194885734E+00, 1.0
    22, -9.9940707262E+00, -3.1374985521E+00, 1.0
    23,  3.3506585473E+00,  9.9990531306E+00, 1.0
    24, -9.9726288836E+00, -6.2243982405E-01, 1.0
    25, -9.9891874752E+00,  5.3689766144E+00, 1.0
    26,  1.1323319910E+00,  1.8407756704E+00, 1.0
    27,  2.1881186794E-01, -5.9093442312E+00, 1.0
    28,  8.8779905300E+00,  9.9474426931E+00, 1.0
    29, -7.5056497291E+00, -6.5245607635E+00, 1.0
    30,  9.9881875285E+00,  3.4834331687E+00, 1.0
    31,  5.1259460396E+00, -2.9177614130E-01, 1.0
    32,  6.4801873394E+00, -3.7715174618E+00, 1.0
    33, -2.7753079907E+00, -4.2327287912E+00, 1.0
    34, -7.8928308751E+00, -8.1342614650E-01, 1.0
    35, -7.6289962468E+00, -9.9563255713E+00, 1.0
    36, -8.3708288637E+00,  7.2121481222E+00, 1.0
    37, -3.2724084022E-01,  9.9985954346E+00, 1.0
    38, -7.4979262252E+00,  4.2796271053E+00, 1.0
    39,  4.6632971683E+00,  5.3822374368E+00, 1.0
    40, -9.9813310818E+00, -4.9376240118E+00, 1.0
    41, -2.5685619664E+00,  9.9119493420E+00, 1.0
    42,  9.9869442766E+00, -7.4292774132E+00, 1.0
    43,  9.9132839094E+00, -3.7332237952E+00, 1.0
    44, -3.4684527386E+00, -9.3732925909E+00, 1.0
    45,  5.9689434375E+00, -8.2958751074E+00, 1.0
    46, -5.2718488430E+00,  1.9550789869E+00, 1.0
    47,  4.9220718441E+00, -9.9679682691E+00, 1.0
    48,  9.9902174234E+00, -1.1595542918E+00, 1.0
    49, -5.6365962142E+00,  9.9857338110E+00, 1.0
    50,  9.9753026342E+00,  1.5779101063E+00, 1.0
