iteration,accepted_count,energy,acceptance_rate
         0,         0,  2.833714215866E+02,  0.0000
         2,         1,  2.832228684105E+02,  0.5000
         4,         2,  2.831509182699E+02,  0.5000
         8,         3,  2.831163990689E+02,  0.3750
        12,         4,  2.830203769386E+02,  0.3333
        13,         5,  2.829368746249E+02,  0.3846
        14,         6,  2.828999832413E+02,  0.4286
        16,         7,  2.828437200387E+02,  0.4375
        17,         8,  1.878453805579E+02,  0.4706
        19,         9,  1.870137005144E+02,  0.4737
        21,        10,  1.865815461629E+02,  0.4762
        22,        11,  1.865228395063E+02,  0.5000
        26,        12,  1.863964692963E+02,  0.4615
        28,        13,  1.863894072703E+02,  0.4643
        29,        14,  1.863149343913E+02,  0.4828
        31,        15,  1.862792540252E+02,  0.4839
        32,        16,  1.861212442038E+02,  0.5000
        33,        17,  1.860715231137E+02,  0.5152
        34,        18,  1.859798818837E+02,  0.5294
        37,        19,  1.859524965805E+02,  0.5135
        39,        20,  1.855692407968E+02,  0.5128
        40,        21,  1.854510574728E+02,  0.5250
        41,        22,  1.854477818816E+02,  0.5366
        42,        23,  1.850608968566E+02,  0.5476
        43,        24,  1.850310996685E+02,  0.5581
        45,        25,  1.850096112822E+02,  0.5556
        47,        26,  1.822778434359E+02,  0.5532
        48,        27,  1.822600589145E+02,  0.5625
        49,        28,  1.822375760383E+02,  0.5714
        51,        29,  1.821179218131E+02,  0.5686
        52,        30,  1.820255212318E+02,  0.5769
        59,        31,  1.819511557162E+02,  0.5254
        61,        32,  1.819157218730E+02,  0.5246
        62,        33,  1.818914390500E+02,  0.5323
        65,        34,  1.816950810947E+02,  0.5231
        69,        35,  1.815713574256E+02,  0.5072
        71,        36,  1.815398790514E+02,  0.5070
        72,        37,  1.814928810703E+02,  0.5139
        73,        38,  1.814813587535E+02,  0.5205
        76,        39,  1.814450060714E+02,  0.5132
        77,        40,  1.814439030253E+02,  0.5195
        79,        41,  1.814343533350E+02,  0.5190
        81,        42,  1.813710334031E+02,  0.5185
        82,        43,  1.813400670390E+02,  0.5244
        83,        44,  1.813250025355E+02,  0.5301
        87,        45,  1.813039958794E+02,  0.5172
        88,        46,  1.812829064634E+02,  0.5227
        94,        47,  1.812036028533E+02,  0.5000
        96,        48,  1.810393109285E+02,  0.5000
        98,        49,  1.809567446643E+02,  0.5000
       101,        50,  1.808209936378E+02,  0.4950
       103,        51,  1.808109284238E+02,  0.4951
       105,        52,  1.807902768443E+02,  0.4952
       106,        53,  1.807647341312E+02,  0.5000
       111,        54,  1.807293322037E+02,  0.4865
       114,        55,  1.806128208339E+02,  0.4825
       115,        56,  1.805714924522E+02,  0.4870
       118,        57,  1.805480734028E+02,  0.4831
       119,        58,  1.805152015261E+02,  0.4874
       120,        59,  1.804166697936E+02,  0.4917
       123,        60,  1.803068710762E+02,  0.4878
       124,        61,  1.802894208698E+02,  0.4919
       125,        62,  1.799916452733E+02,  0.4960
       126,        63,  1.798953220428E+02,  0.5000
       127,        64,  1.797438899250E+02,  0.5039
       133,        65,  1.797321274832E+02,  0.4887
       135,        66,  1.796805870804E+02,  0.4889
       138,        67,  1.795497064262E+02,  0.4855
       140,        68,  1.795057449097E+02,  0.4857
       141,        69,  1.795024183629E+02,  0.4894
       143,        70,  1.791514485968E+02,  0.4895
       144,        71,  1.791278961499E+02,  0.4931
       145,        72,  1.790484399719E+02,  0.4966
       154,        73,  1.789939575882E+02,  0.4740
       155,        74,  1.789890869940E+02,  0.4774
       156,        75,  1.789775896625E+02,  0.4808
       162,        76,  1.786500687050E+02,  0.4691
       163,        77,  1.786170078168E+02,  0.4724
       167,        78,  1.785863130898E+02,  0.4671
       174,        79,  1.785655209568E+02,  0.4540
       175,        80,  1.785021769758E+02,  0.4571
       181,        81,  1.784267199753E+02,  0.4475
       182,        82,  1.783953586243E+02,  0.4505
       183,        83,  1.783694071973E+02,  0.4536
       184,        84,  1.783436687169E+02,  0.4565
       185,        85,  1.783230159005E+02,  0.4595
       186,        86,  1.782175188875E+02,  0.4624
       188,        87,  1.780897206180E+02,  0.4628
       189,        88,  1.780318940379E+02,  0.4656
       191,        89,  1.780309126198E+02,  0.4660
       193,        90,  1.780119927713E+02,  0.4663
       194,        91,  1.780047056784E+02,  0.4691
       195,        92,  1.778667688958E+02,  0.4718
       198,        93,  1.777570421203E+02,  0.4697
       202,        94,  1.777248194493E+02,  0.4653
       204,        95,  1.776889691899E+02,  0.4657
       212,        96,  1.776771952950E+02,  0.4528
       217,        97,  1.775600994426E+02,  0.4470
       219,        98,  1.774908138990E+02,  0.4475
       220,        99,  1.774742504598E+02,  0.4500
       230,       100,  1.773582894622E+02,  0.4348
       232,       101,  1.773506170425E+02,  0.4353
       233,       102,  1.772783817334E+02,  0.4378
       235,       103,  1.772462382050E+02,  0.4383
       236,       104,  1.769139231578E+02,  0.4407
       237,       105,  1.769092187542E+02,  0.4430
       240,       106,  1.768637073169E+02,  0.4417
       242,       107,  1.767703975550E+02,  0.4421
       243,       108,  1.766261073242E+02,  0.4444
       245,       109,  1.764422498272E+02,  0.4449
       248,       110,  1.763493425404E+02,  0.4435
       250,       111,  1.762800646719E+02,  0.4440
       253,       112,  1.762604589921E+02,  0.4427
       254,       113,  1.762060546156E+02,  0.4449
       255,       114,  1.760877293237E+02,  0.4471
       258,       115,  1.760044344890E+02,  0.4457
       259,       116,  1.759986684055E+02,  0.4479
       260,       117,  1.759737256567E+02,  0.4500
       263,       118,  1.759575877891E+02,  0.4487
       266,       119,  1.759265827346E+02,  0.4474
       268,       120,  1.758861671485E+02,  0.4478
       271,       121,  1.758087246257E+02,  0.4465
       276,       122,  1.757628647578E+02,  0.4420
       277,       123,  1.756516026258E+02,  0.4440
       278,       124,  1.756362862247E+02,  0.4460
       280,       125,  1.753782721161E+02,  0.4464
       281,       126,  1.753359502872E+02,  0.4484
       282,       127,  1.752137638199E+02,  0.4504
       283,       128,  1.751037033101E+02,  0.4523
       285,       129,  1.749621095185E+02,  0.4526
       289,       130,  1.749456521362E+02,  0.4498
       290,       131,  1.748546066608E+02,  0.4517
       292,       132,  1.747758756425E+02,  0.4521
       293,       133,  1.747451652861E+02,  0.4539
       297,       134,  1.747278610355E+02,  0.4512
       298,       135,  1.746909056634E+02,  0.4530
       300,       136,  1.745865388798E+02,  0.4533
       301,       137,  1.744078507653E+02,  0.4551
       304,       138,  1.743010291408E+02,  0.4539
       306,       139,  1.742781849207E+02,  0.4542
       308,       140,  1.741273087847E+02,  0.4545
       309,       141,  1.740955785499E+02,  0.4563
       310,       142,  1.740206623939E+02,  0.4581
       311,       143,  1.739403452524E+02,  0.4598
       314,       144,  1.739161204299E+02,  0.4586
       316,       145,  1.738967923372E+02,  0.4589
       317,       146,  1.738721844724E+02,  0.4606
       318,       147,  1.736856152580E+02,  0.4623
       319,       148,  1.734325369881E+02,  0.4639
       322,       149,  1.734087027274E+02,  0.4627
       323,       150,  1.733375037066E+02,  0.4644
       324,       151,  1.733193575929E+02,  0.4660
       326,       152,  1.732812122720E+02,  0.4663
       327,       153,  1.731664561202E+02,  0.4679
       331,       154,  1.731137796382E+02,  0.4653
