iteration,accepted_count,energy,acceptance_rate
         0,         0, -2.849893798268E+01,  0.0000
        17,         1, -2.949608037595E+01,  0.0588
        30,         2, -2.965768175025E+01,  0.0667
        39,         3, -2.991090598690E+01,  0.0769
        40,         4, -2.992017668450E+01,  0.1000
        45,         5, -3.032478526754E+01,  0.1111
        47,         6, -3.104389880500E+01,  0.1277
        48,         7, -3.116318899064E+01,  0.1458
        51,         8, -3.236842735678E+01,  0.1569
        62,         9, -3.244539085231E+01,  0.1452
        73,        10, -3.279399579871E+01,  0.1370
        74,        11, -3.290262677368E+01,  0.1486
        79,        12, -3.301134674584E+01,  0.1519
        87,        13, -3.369571139154E+01,  0.1494
        93,        14, -3.393133751404E+01,  0.1505
        99,        15, -3.425416711371E+01,  0.1515
       101,        16, -3.434765900041E+01,  0.1584
       103,        17, -3.521003508117E+01,  0.1650
       111,        18, -3.590656599117E+01,  0.1622
       113,        19, -3.648014523039E+01,  0.1681
       114,        20, -3.677143619138E+01,  0.1754
       115,        21, -3.735002832193E+01,  0.1826
       125,        22, -3.746094930967E+01,  0.1760
       139,        23, -3.781026231810E+01,  0.1655
       164,        24, -3.786545694055E+01,  0.1463
       179,        25, -3.840052460284E+01,  0.1397
       188,        26, -3.904090832038E+01,  0.1383
       189,        27, -3.923480521599E+01,  0.1429
       190,        28, -3.974280671046E+01,  0.1474
       203,        29, -4.033215171236E+01,  0.1429
       214,        30, -4.043716074957E+01,  0.1402
       222,        31, -4.070789529324E+01,  0.1396
       225,        32, -4.071669037492E+01,  0.1422
       230,        33, -4.113408721870E+01,  0.1435
       231,        34, -4.141070542087E+01,  0.1472
       238,        35, -4.181368006889E+01,  0.1471
       251,        36, -4.236321206919E+01,  0.1434
       266,        37, -4.245865736427E+01,  0.1391
       268,        38, -4.257094127617E+01,  0.1418
       275,        39, -4.258144917446E+01,  0.1418
       282,        40, -4.265484809297E+01,  0.1418
       293,        41, -4.268439557101E+01,  0.1399
       300,        42, -4.279846531939E+01,  0.1400
       303,        43, -4.340368501758E+01,  0.1419
       307,        44, -4.443848169367E+01,  0.1433
       316,        45, -4.446397919287E+01,  0.1424
       320,        46, -4.457970199945E+01,  0.1437
       324,        47, -4.459042319660E+01,  0.1451
       328,        48, -4.528813508999E+01,  0.1463
       341,        49, -4.540168279167E+01,  0.1437
       343,        50, -4.543034805856E+01,  0.1458
       349,        51, -4.545866475389E+01,  0.1461
       368,        52, -4.546217937999E+01,  0.1413
       375,        53, -4.626709924616E+01,  0.1413
       386,        54, -4.640400995565E+01,  0.1399
       413,        55, -4.656901698164E+01,  0.1332
       428,        56, -4.707239360566E+01,  0.1308
       441,        57, -4.712471413357E+01,  0.1293
       447,        58, -4.748086506742E+01,  0.1298
       449,        59, -4.754932625852E+01,  0.1314
       462,        60, -4.807820736817E+01,  0.1299
       467,        61, -4.834390084508E+01,  0.1306
       472,        62, -4.955138658132E+01,  0.1314
       474,        63, -4.957660779451E+01,  0.1329
       477,        64, -4.981157124181E+01,  0.1342
       488,        65, -4.994830115711E+01,  0.1332
       504,        66, -5.047282580606E+01,  0.1310
       507,        67, -5.130002305593E+01,  0.1321
       532,        68, -5.183924821059E+01,  0.1278
       538,        69, -5.253988111760E+01,  0.1283
       569,        70, -5.327074343046E+01,  0.1230
       574,        71, -5.393287537984E+01,  0.1237
       575,        72, -5.438278801115E+01,  0.1252
       578,        73, -5.469617213570E+01,  0.1263
       584,        74, -5.507155954650E+01,  0.1267
       591,        75, -5.516972056935E+01,  0.1269
       593,        76, -5.521675949714E+01,  0.1282
       596,        77, -5.525757694165E+01,  0.1292
       610,        78, -5.582688604358E+01,  0.1279
       613,        79, -5.585660739048E+01,  0.1289
       625,        80, -5.595855243433E+01,  0.1280
       638,        81, -5.611099911212E+01,  0.1270
       649,        82, -5.614209666406E+01,  0.1263
       652,        83, -5.643554264678E+01,  0.1273
       660,        84, -5.649797886088E+01,  0.1273
       668,        85, -5.651552802420E+01,  0.1272
       678,        86, -5.665330142380E+01,  0.1268
       687,        87, -5.733737441783E+01,  0.1266
       702,        88, -5.749849163804E+01,  0.1254
       706,        89, -5.807626799671E+01,  0.1261
       709,        90, -5.956389280541E+01,  0.1269
       728,        91, -6.041879592835E+01,  0.1250
       733,        92, -6.070479913917E+01,  0.1255
       739,        93, -6.110036927782E+01,  0.1258
       746,        94, -6.115703717059E+01,  0.1260
       753,        95, -6.174362346110E+01,  0.1262
