iteration,accepted_count,energy,acceptance_rate
         0,         0,  1.700480942698E+02,  0.0000
        24,         1,  1.699126983902E+02,  0.0417
        25,         2,  1.696376420309E+02,  0.0800
        31,         3,  1.693890376831E+02,  0.0968
        42,         4,  1.691810743873E+02,  0.0952
        56,         5,  1.690837114883E+02,  0.0893
        61,         6,  1.690650684093E+02,  0.0984
        80,         7,  1.690372505027E+02,  0.0875
        82,         8,  1.689952169079E+02,  0.0976
        86,         9,  1.676502431228E+02,  0.1047
        89,        10,  1.672095978048E+02,  0.1124
        95,        11,  1.672034153723E+02,  0.1158
        97,        12,  1.663125093073E+02,  0.1237
        99,        13,  1.662491556237E+02,  0.1313
       109,        14,  1.660402490770E+02,  0.1284
       112,        15,  1.657832549432E+02,  0.1339
       125,        16,  1.650690357128E+02,  0.1280
       127,        17,  1.646877705858E+02,  0.1339
       148,        18,  1.646161609390E+02,  0.1216
       154,        19,  1.645889590818E+02,  0.1234
       159,        20,  1.640340455883E+02,  0.1258
       162,        21,  1.638135315905E+02,  0.1296
       165,        22,  1.631470753790E+02,  0.1333
       180,        23,  1.620507862689E+02,  0.1278
       188,        24,  1.620204186649E+02,  0.1277
       189,        25,  1.617750964396E+02,  0.1323
       198,        26,  1.614972368243E+02,  0.1313
       206,        27,  1.613940636256E+02,  0.1311
       211,        28,  1.613165457140E+02,  0.1327
       228,        29,  1.611736712418E+02,  0.1272
       229,        30,  1.608961650786E+02,  0.1310
       235,        31,  1.608081784127E+02,  0.1319
       236,        32,  1.599481649733E+02,  0.1356
       244,        33,  1.598958796438E+02,  0.1352
       245,        34,  1.598434565146E+02,  0.1388
       246,        35,  1.597576699200E+02,  0.1423
       252,        36,  1.596030715680E+02,  0.1429
       263,        37,  1.595235565471E+02,  0.1407
       265,        38,  1.593929127374E+02,  0.1434
       280,        39,  1.592824753208E+02,  0.1393
       287,        40,  1.592019658279E+02,  0.1394
       288,        41,  1.591827072067E+02,  0.1424
       309,        42,  1.591052858151E+02,  0.1359
       313,        43,  1.588714651171E+02,  0.1374
       314,        44,  1.587475147714E+02,  0.1401
       339,        45,  1.585462187565E+02,  0.1327
       348,        46,  1.582757189494E+02,  0.1322
       363,        47,  1.581646393118E+02,  0.1295
       383,        48,  1.579682379188E+02,  0.1253
       389,        49,  1.579581649972E+02,  0.1260
       391,        50,  1.579496476911E+02,  0.1279
       400,        51,  1.577667459105E+02,  0.1275
       403,        52,  1.572004159628E+02,  0.1290
       408,        53,  1.571085684178E+02,  0.1299
       415,        54,  1.570354099751E+02,  0.1301
       416,        55,  1.568368654951E+02,  0.1322
       434,        56,  1.566032383015E+02,  0.1290
       438,        57,  1.562838134877E+02,  0.1301
       443,        58,  1.561615136547E+02,  0.1309
       465,        59,  1.561222005857E+02,  0.1269
       467,        60,  1.559524365229E+02,  0.1285
       477,        61,  1.558434755274E+02,  0.1279
       478,        62,  1.557397759510E+02,  0.1297
       479,        63,  1.554867834090E+02,  0.1315
       483,        64,  1.554771890764E+02,  0.1325
       493,        65,  1.554667848747E+02,  0.1318
       506,        66,  1.552168392173E+02,  0.1304
       527,        67,  1.548314619908E+02,  0.1271
       528,        68,  1.546631684277E+02,  0.1288
       556,        69,  1.546442190564E+02,  0.1241
       558,        70,  1.544358650927E+02,  0.1254
       560,        71,  1.541980395934E+02,  0.1268
       570,        72,  1.541662799431E+02,  0.1263
       581,        73,  1.541640630117E+02,  0.1256
       584,        74,  1.540972489455E+02,  0.1267
       601,        75,  1.540546461625E+02,  0.1248
       622,        76,  1.538077462761E+02,  0.1222
       639,        77,  1.537567771038E+02,  0.1205
       642,        78,  1.535202827463E+02,  0.1215
       648,        79,  1.534199531363E+02,  0.1219
       660,        80,  1.533924824754E+02,  0.1212
       671,        81,  1.533152158519E+02,  0.1207
       673,        82,  1.533075881811E+02,  0.1218
       680,        83,  1.531514521310E+02,  0.1221
       685,        84,  1.529688756550E+02,  0.1226
       686,        85,  1.528291788606E+02,  0.1239
       691,        86,  1.527855848941E+02,  0.1245
       696,        87,  1.527711408476E+02,  0.1250
       707,        88,  1.526276891099E+02,  0.1245
       713,        89,  1.525460392250E+02,  0.1248
       719,        90,  1.525123693366E+02,  0.1252
       721,        91,  1.524067916032E+02,  0.1262
       726,        92,  1.523208541584E+02,  0.1267
       735,        93,  1.521199037621E+02,  0.1265
       739,        94,  1.520403410807E+02,  0.1272
       744,        95,  1.519823216312E+02,  0.1277
       762,        96,  1.517696878450E+02,  0.1260
       767,        97,  1.517620688012E+02,  0.1265
       771,        98,  1.516697399568E+02,  0.1271
       794,        99,  1.515751481650E+02,  0.1247
       797,       100,  1.512850815666E+02,  0.1255
       798,       101,  1.511593523492E+02,  0.1266
       805,       102,  1.511257542341E+02,  0.1267
       806,       103,  1.510246467462E+02,  0.1278
       811,       104,  1.510184698152E+02,  0.1282
       824,       105,  1.507417512100E+02,  0.1274
       829,       106,  1.505165205626E+02,  0.1279
       831,       107,  1.504877021542E+02,  0.1288
       832,       108,  1.503965320175E+02,  0.1298
       838,       109,  1.503466301972E+02,  0.1301
       841,       110,  1.503361145832E+02,  0.1308
       864,       111,  1.502982979844E+02,  0.1285
       876,       112,  1.500945645108E+02,  0.1279
       882,       113,  1.500752414623E+02,  0.1281
       886,       114,  1.499112352038E+02,  0.1287
       890,       115,  1.498502909622E+02,  0.1292
       891,       116,  1.497538769322E+02,  0.1302
       896,       117,  1.496137799966E+02,  0.1306
       899,       118,  1.495571189218E+02,  0.1313
       900,       119,  1.495451500176E+02,  0.1322
       901,       120,  1.494755320663E+02,  0.1332
       902,       121,  1.494383240309E+02,  0.1341
       913,       122,  1.492410645543E+02,  0.1336
       921,       123,  1.491464243459E+02,  0.1336
       930,       124,  1.490482551493E+02,  0.1333
       936,       125,  1.489579022328E+02,  0.1335
       940,       126,  1.489023029230E+02,  0.1340
       941,       127,  1.486807551778E+02,  0.1350
       952,       128,  1.486310837899E+02,  0.1345
       957,       129,  1.483677795822E+02,  0.1348
       972,       130,  1.481800366106E+02,  0.1337
       982,       131,  1.481766112891E+02,  0.1334
       990,       132,  1.481600897365E+02,  0.1333
      1008,       133,  1.479853685133E+02,  0.1319
      1009,       134,  1.479085865010E+02,  0.1328
      1012,       135,  1.477886156028E+02,  0.1334
      1030,       136,  1.477706529336E+02,  0.1320
      1036,       137,  1.477075257146E+02,  0.1322
      1040,       138,  1.475966512455E+02,  0.1327
      1046,       139,  1.475780676953E+02,  0.1329
      1075,       140,  1.475483104277E+02,  0.1302
      1081,       141,  1.474329838969E+02,  0.1304
      1099,       142,  1.473161512028E+02,  0.1292
      1119,       143,  1.471046180002E+02,  0.1278
      1123,       144,  1.471013875954E+02,  0.1282
      1144,       145,  1.470788589863E+02,  0.1267
      1146,       146,  1.468667817376E+02,  0.1274
      1150,       147,  1.468006428645E+02,  0.1278
      1155,       148,  1.467816287077E+02,  0.1281
      1156,       149,  1.467486936103E+02,  0.1289
      1163,       150,  1.465672015708E+02,  0.1290
      1166,       151,  1.463852771809E+02,  0.1295
      1176,       152,  1.462957638069E+02,  0.1293
      1188,       153,  1.462701745107E+02,  0.1288
      1191,       154,  1.459891081251E+02,  0.1293
      1212,       155,  1.459035940345E+02,  0.1279
      1241,       156,  1.457029701193E+02,  0.1257
      1242,       157,  1.456362811005E+02,  0.1264
      1244,       158,  1.455961324457E+02,  0.1270
      1255,       159,  1.454060220749E+02,  0.1267
      1261,       160,  1.453533833867E+02,  0.1269
      1275,       161,  1.453343847096E+02,  0.1263
      1287,       162,  1.451638808701E+02,  0.1259
      1288,       163,  1.451034927353E+02,  0.1266
      1308,       164,  1.450214763864E+02,  0.1254
      1323,       165,  1.449915936482E+02,  0.1247
