iteration,accepted_count,energy,acceptance_rate
         0,         0,  2.871628563123E+02,  0.0000
         8,         1,  2.868699428840E+02,  0.1250
        11,         2,  2.866159467147E+02,  0.1818
        22,         3,  2.866069556943E+02,  0.1364
        28,         4,  2.865716865560E+02,  0.1429
        45,         5,  2.862501769071E+02,  0.1111
        50,         6,  2.858305255548E+02,  0.1200
        73,         7,  2.848897397797E+02,  0.0959
        79,         8,  2.844458762304E+02,  0.1013
        84,         9,  2.840041527126E+02,  0.1071
       101,        10,  2.839985855675E+02,  0.0990
       104,        11,  2.838756300996E+02,  0.1058
       113,        12,  2.837396867514E+02,  0.1062
       115,        13,  2.834983247479E+02,  0.1130
       119,        14,  2.833697879333E+02,  0.1176
       123,        15,  2.831156000893E+02,  0.1220
       137,        16,  2.822440427013E+02,  0.1168
       161,        17,  2.816925652985E+02,  0.1056
       164,        18,  2.815672819745E+02,  0.1098
       167,        19,  2.813934150430E+02,  0.1138
       171,        20,  2.810199898497E+02,  0.1170
       172,        21,  2.809809225590E+02,  0.1221
       177,        22,  2.806520029813E+02,  0.1243
       181,        23,  2.802729719312E+02,  0.1271
       185,        24,  2.800829649066E+02,  0.1297
       186,        25,  2.797398946805E+02,  0.1344
       205,        26,  1.825728965719E+02,  0.1268
       207,        27,  1.825650920681E+02,  0.1304
       212,        28,  1.821331186130E+02,  0.1321
       218,        29,  1.819874278581E+02,  0.1330
       245,        30,  1.818517654953E+02,  0.1224
       253,        31,  1.811843081661E+02,  0.1225
       257,        32,  1.809904544414E+02,  0.1245
       260,        33,  1.809867702297E+02,  0.1269
       268,        34,  1.806531493496E+02,  0.1269
       271,        35,  1.804789235665E+02,  0.1292
       282,        36,  1.804682601434E+02,  0.1277
       286,        37,  1.794020830168E+02,  0.1294
       288,        38,  1.793763790820E+02,  0.1319
       290,        39,  1.792767840778E+02,  0.1345
       300,        40,  1.792334874795E+02,  0.1333
       310,        41,  1.787208015180E+02,  0.1323
       319,        42,  1.786915038693E+02,  0.1317
       331,        43,  1.786508461155E+02,  0.1299
       335,        44,  1.786373996070E+02,  0.1313
       346,        45,  1.784451655010E+02,  0.1301
       368,        46,  1.783152149259E+02,  0.1250
       376,        47,  1.782089582631E+02,  0.1250
       380,        48,  1.779908230011E+02,  0.1263
       384,        49,  1.778494847680E+02,  0.1276
       397,        50,  1.777748686325E+02,  0.1259
       415,        51,  1.776462682547E+02,  0.1229
       435,        52,  1.774200228161E+02,  0.1195
       463,        53,  1.772360961315E+02,  0.1145
       469,        54,  1.768648853684E+02,  0.1151
       476,        55,  1.768619842926E+02,  0.1155
       478,        56,  1.762903137260E+02,  0.1172
       482,        57,  1.762255570913E+02,  0.1183
       496,        58,  1.761493445637E+02,  0.1169
       501,        59,  1.761413381563E+02,  0.1178
       504,        60,  1.759765559046E+02,  0.1190
       512,        61,  1.759337981510E+02,  0.1191
       517,        62,  1.756911228778E+02,  0.1199
       521,        63,  1.753717467668E+02,  0.1209
       534,        64,  1.753131617411E+02,  0.1199
       535,        65,  1.749521958124E+02,  0.1215
       540,        66,  1.744347427302E+02,  0.1222
       542,        67,  1.742555292116E+02,  0.1236
       543,        68,  1.742435739574E+02,  0.1252
       547,        69,  1.739299005714E+02,  0.1261
       549,        70,  1.738937523951E+02,  0.1275
       551,        71,  1.738363010675E+02,  0.1289
       560,        72,  1.737623805862E+02,  0.1286
       565,        73,  1.735561921462E+02,  0.1292
       574,        74,  1.731876888984E+02,  0.1289
       600,        75,  1.729948846518E+02,  0.1250
       614,        76,  1.727904799355E+02,  0.1238
       615,        77,  1.723900022338E+02,  0.1252
       617,        78,  1.720310402625E+02,  0.1264
       633,        79,  1.718939099675E+02,  0.1248
       641,        80,  1.715728130859E+02,  0.1248
       642,        81,  1.714944284631E+02,  0.1262
       649,        82,  1.713927039288E+02,  0.1263
       651,        83,  1.712735004482E+02,  0.1275
       673,        84,  1.711688695627E+02,  0.1248
       675,        85,  1.711011145089E+02,  0.1259
       685,        86,  1.707198795525E+02,  0.1255
       690,        87,  1.706629710215E+02,  0.1261
       700,        88,  1.704764776247E+02,  0.1257
       702,        89,  1.702091566954E+02,  0.1268
       711,        90,  1.699598996218E+02,  0.1266
       720,        91,  1.699167134676E+02,  0.1264
       726,        92,  1.695337786324E+02,  0.1267
       731,        93,  1.693977545833E+02,  0.1272
       739,        94,  1.693411243357E+02,  0.1272
       741,        95,  1.689222867877E+02,  0.1282
       743,        96,  1.687295297161E+02,  0.1292
       751,        97,  1.686137444552E+02,  0.1292
       759,        98,  1.684142133697E+02,  0.1291
       769,        99,  1.681270159578E+02,  0.1287
       773,       100,  1.679288503345E+02,  0.1294
       774,       101,  1.678808081846E+02,  0.1305
       783,       102,  1.677047928262E+02,  0.1303
       788,       103,  1.676556686991E+02,  0.1307
       791,       104,  1.674744615107E+02,  0.1315
       792,       105,  1.674504134745E+02,  0.1326
       796,       106,  1.672453203080E+02,  0.1332
       798,       107,  1.671922777427E+02,  0.1341
       800,       108,  1.667778478405E+02,  0.1350
       801,       109,  1.666009473262E+02,  0.1361
       809,       110,  1.664815209426E+02,  0.1360
       813,       111,  1.663581622821E+02,  0.1365
       822,       112,  1.662808279089E+02,  0.1363
       825,       113,  1.659937848571E+02,  0.1370
       826,       114,  1.657382119042E+02,  0.1380
       829,       115,  1.657050777224E+02,  0.1387
       842,       116,  1.655923508313E+02,  0.1378
       844,       117,  1.655173123419E+02,  0.1386
       845,       118,  1.652689198654E+02,  0.1396
       848,       119,  1.652252770080E+02,  0.1403
       854,       120,  1.651371614164E+02,  0.1405
       859,       121,  1.647633990547E+02,  0.1409
       863,       122,  1.645578320090E+02,  0.1414
       864,       123,  1.645387274389E+02,  0.1424
       868,       124,  1.641862471261E+02,  0.1429
       869,       125,  1.641343387262E+02,  0.1438
       874,       126,  1.640889841561E+02,  0.1442
       891,       127,  1.640786513804E+02,  0.1425
       893,       128,  1.637368357471E+02,  0.1433
       902,       129,  1.635976337732E+02,  0.1430
       904,       130,  1.635658990301E+02,  0.1438
       905,       131,  1.633568776702E+02,  0.1448
       909,       132,  1.632855349224E+02,  0.1452
       911,       133,  1.631298295509E+02,  0.1460
       933,       134,  1.631296290623E+02,  0.1436
       944,       135,  1.630390254003E+02,  0.1430
       949,       136,  1.629831855171E+02,  0.1433
       953,       137,  1.628663530002E+02,  0.1438
       960,       138,  1.626827581415E+02,  0.1437
       977,       139,  1.625177956270E+02,  0.1423
       983,       140,  1.624672705875E+02,  0.1424
      1002,       141,  1.623114359887E+02,  0.1407
      1018,       142,  1.620927743309E+02,  0.1395
      1029,       143,  1.619192510629E+02,  0.1390
      1030,       144,  1.613380834803E+02,  0.1398
      1032,       145,  1.610861806623E+02,  0.1405
      1060,       146,  1.610669069725E+02,  0.1377
      1074,       147,  1.610333737676E+02,  0.1369
      1078,       148,  1.610175477518E+02,  0.1373
      1080,       149,  1.609665058151E+02,  0.1380
      1084,       150,  1.609515544019E+02,  0.1384
      1085,       151,  1.608037260661E+02,  0.1392
      1092,       152,  1.607529442903E+02,  0.1392
      1100,       153,  1.606373996660E+02,  0.1391
      1103,       154,  1.605056192471E+02,  0.1396
      1105,       155,  1.603791618567E+02,  0.1403
      1108,       156,  1.602729897507E+02,  0.1408
      1113,       157,  1.600443285157E+02,  0.1411
      1123,       158,  1.598913003895E+02,  0.1407
      1127,       159,  1.593102183440E+02,  0.1411
      1138,       160,  1.592301784723E+02,  0.1406
      1145,       161,  1.592164385671E+02,  0.1406
      1148,       162,  1.591402611805E+02,  0.1411
      1156,       163,  1.591008411198E+02,  0.1410
      1159,       164,  1.587444391762E+02,  0.1415
      1176,       165,  1.587054765401E+02,  0.1403
      1184,       166,  1.585861722946E+02,  0.1402
      1185,       167,  1.584246269325E+02,  0.1409
      1193,       168,  1.581572746980E+02,  0.1408
      1201,       169,  1.579079103930E+02,  0.1407
      1209,       170,  1.576638256907E+02,  0.1406
      1210,       171,  1.576513602336E+02,  0.1413
      1224,       172,  1.574824722491E+02,  0.1405
      1225,       173,  1.573265459055E+02,  0.1412
      1239,       174,  1.571547165178E+02,  0.1404
      1244,       175,  1.570816018064E+02,  0.1407
      1270,       176,  1.570314129232E+02,  0.1386
      1273,       177,  1.569140273490E+02,  0.1390
      1278,       178,  1.565402569660E+02,  0.1393
      1299,       179,  1.564452157334E+02,  0.1378
      1300,       180,  1.563395358775E+02,  0.1385
      1302,       181,  1.560806822978E+02,  0.1390
      1318,       182,  1.560027598019E+02,  0.1381
      1322,       183,  1.559270065561E+02,  0.1384
      1341,       184,  1.559148940829E+02,  0.1372
      1364,       185,  1.557659712802E+02,  0.1356
      1385,       186,  1.557487266539E+02,  0.1343
      1395,       187,  1.557338574809E+02,  0.1341
      1400,       188,  1.556091460907E+02,  0.1343
      1410,       189,  1.556025134416E+02,  0.1340
      1415,       190,  1.555987449755E+02,  0.1343
      1422,       191,  1.555902908332E+02,  0.1343
      1423,       192,  1.554413329217E+02,  0.1349
      1428,       193,  1.551690885524E+02,  0.1352
      1433,       194,  1.551597051278E+02,  0.1354
      1434,       195,  1.550178271749E+02,  0.1360
      1436,       196,  1.547688741489E+02,  0.1365
      1437,       197,  1.547621893069E+02,  0.1371
      1452,       198,  1.546117099135E+02,  0.1364
      1474,       199,  1.544337338819E+02,  0.1350
      1480,       200,  1.543531577022E+02,  0.1351
      1487,       201,  1.541717090342E+02,  0.1352
      1488,       202,  1.539429687945E+02,  0.1358
      1493,       203,  1.538600424725E+02,  0.1360
      1505,       204,  1.534715198702E+02,  0.1355
      1516,       205,  1.532436854750E+02,  0.1352
      1520,       206,  1.532223017191E+02,  0.1355
      1530,       207,  1.531807495521E+02,  0.1353
      1538,       208,  1.527507800929E+02,  0.1352
      1542,       209,  1.527022667917E+02,  0.1355
      1545,       210,  1.526856238673E+02,  0.1359
      1551,       211,  1.525354109583E+02,  0.1360
      1561,       212,  1.523112889202E+02,  0.1358
      1576,       213,  1.522164848476E+02,  0.1352
      1588,       214,  1.520871969508E+02,  0.1348
      1589,       215,  1.520688189732E+02,  0.1353
      1592,       216,  1.519669709124E+02,  0.1357
      1610,       217,  1.518484654829E+02,  0.1348
      1613,       218,  1.517008010028E+02,  0.1352
      1622,       219,  1.515231888673E+02,  0.1350
      1630,       220,  1.515229434480E+02,  0.1350
      1633,       221,  1.514127693239E+02,  0.1353
      1650,       222,  1.512886018881E+02,  0.1345
      1653,       223,  1.511884691908E+02,  0.1349
      1656,       224,  1.511593281115E+02,  0.1353
      1659,       225,  1.510410934226E+02,  0.1356
      1668,       226,  1.508828488805E+02,  0.1355
      1681,       227,  1.508606866626E+02,  0.1350
      1683,       228,  1.506748786418E+02,  0.1355
      1687,       229,  1.506728621457E+02,  0.1357
      1693,       230,  1.505244993330E+02,  0.1359
      1695,       231,  1.503592072128E+02,  0.1363
      1698,       232,  1.502138088487E+02,  0.1366
      1700,       233,  1.501086611863E+02,  0.1371
      1710,       234,  1.500877617339E+02,  0.1368
      1711,       235,  1.500749557772E+02,  0.1373
      1717,       236,  1.500488606013E+02,  0.1374
      1731,       237,  1.500274211854E+02,  0.1369
      1745,       238,  1.499261121623E+02,  0.1364
      1748,       239,  1.498080010762E+02,  0.1367
      1749,       240,  1.496774641459E+02,  0.1372
      1759,       241,  1.496412473888E+02,  0.1370
      1766,       242,  1.494932449250E+02,  0.1370
      1774,       243,  1.493833742338E+02,  0.1370
      1785,       244,  1.492321221898E+02,  0.1367
      1802,       245,  1.491613770696E+02,  0.1360
      1807,       246,  1.489247197228E+02,  0.1361
      1823,       247,  1.489021679601E+02,  0.1355
      1824,       248,  1.487428166827E+02,  0.1360
      1833,       249,  1.487215217288E+02,  0.1358
      1841,       250,  1.485778091864E+02,  0.1358
      1843,       251,  1.484390202892E+02,  0.1362
      1846,       252,  1.484365030659E+02,  0.1365
      1848,       253,  1.483940655091E+02,  0.1369
      1851,       254,  1.482984215559E+02,  0.1372
      1857,       255,  1.482410482899E+02,  0.1373
      1858,       256,  1.481584146227E+02,  0.1378
      1859,       257,  1.480747016740E+02,  0.1382
      1860,       258,  1.480148720511E+02,  0.1387
      1863,       259,  1.478067093776E+02,  0.1390
      1880,       260,  1.477195822552E+02,  0.1383
      1883,       261,  1.476787610968E+02,  0.1386
      1890,       262,  1.476656286779E+02,  0.1386
      1908,       263,  1.476062486189E+02,  0.1378
      1919,       264,  1.475213868792E+02,  0.1376
      1923,       265,  1.474893305172E+02,  0.1378
      1928,       266,  1.473774729182E+02,  0.1380
      1935,       267,  1.470622736363E+02,  0.1380
      1944,       268,  1.468401064686E+02,  0.1379
      1954,       269,  1.468180236813E+02,  0.1377
      1958,       270,  1.468010221671E+02,  0.1379
      1968,       271,  1.467652773961E+02,  0.1377
      1970,       272,  1.467378320561E+02,  0.1381
      1971,       273,  1.466219412132E+02,  0.1385
      1973,       274,  1.466216383681E+02,  0.1389
      1975,       275,  1.466094912254E+02,  0.1392
      1977,       276,  1.464873259829E+02,  0.1396
      1985,       277,  1.463492203365E+02,  0.1395
      1993,       278,  1.463272212457E+02,  0.1395
      1999,       279,  1.463218629190E+02,  0.1396
      2011,       280,  1.461804766071E+02,  0.1392
      2022,       281,  1.461183327368E+02,  0.1390
      2023,       282,  1.460443500629E+02,  0.1394
      2027,       283,  1.459833848303E+02,  0.1396
      2032,       284,  1.458687285215E+02,  0.1398
      2037,       285,  1.458133565715E+02,  0.1399
      2039,       286,  1.457800389414E+02,  0.1403
      2052,       287,  1.456892224048E+02,  0.1399
      2056,       288,  1.456152649317E+02,  0.1401
      2075,       289,  1.456091645106E+02,  0.1393
      2077,       290,  1.454829466490E+02,  0.1396
      2080,       291,  1.453808549684E+02,  0.1399
      2083,       292,  1.453307499844E+02,  0.1402
      2100,       293,  1.452983713904E+02,  0.1395
      2121,       294,  1.451745786936E+02,  0.1386
      2129,       295,  1.449843880709E+02,  0.1386
      2145,       296,  1.449751056936E+02,  0.1380
      2146,       297,  1.449649905259E+02,  0.1384
      2150,       298,  1.449203981085E+02,  0.1386
      2161,       299,  1.447713944662E+02,  0.1384
      2169,       300,  1.447224940609E+02,  0.1383
      2172,       301,  1.444861148243E+02,  0.1386
      2173,       302,  1.444110547504E+02,  0.1390
      2187,       303,  1.442682008166E+02,  0.1385
      2193,       304,  1.441498752580E+02,  0.1386
      2202,       305,  1.440485336831E+02,  0.1385
      2238,       306,  1.440349597386E+02,  0.1367
      2241,       307,  1.440061720660E+02,  0.1370
      2260,       308,  1.439603857212E+02,  0.1363
      2279,       309,  1.439220334598E+02,  0.1356
      2292,       310,  1.437548015369E+02,  0.1353
      2311,       311,  1.436992594278E+02,  0.1346
      2313,       312,  1.435902061607E+02,  0.1349
      2321,       313,  1.435383202277E+02,  0.1349
      2332,       314,  1.435261740860E+02,  0.1346
      2335,       315,  1.434867488485E+02,  0.1349
      2336,       316,  1.434792721772E+02,  0.1353
      2339,       317,  1.434149428568E+02,  0.1355
      2358,       318,  1.432711167311E+02,  0.1349
      2382,       319,  1.430167028666E+02,  0.1339
      2399,       320,  1.430032184876E+02,  0.1334
      2403,       321,  1.429987864360E+02,  0.1336
      2406,       322,  1.426363477223E+02,  0.1338
      2419,       323,  1.425450001652E+02,  0.1335
      2424,       324,  1.424411755848E+02,  0.1337
      2430,       325,  1.423957354199E+02,  0.1337
