iteration,accepted_count,energy,acceptance_rate
         0,         0,  1.923077278594E+02,  0.0000
         6,         1,  1.920098724203E+02,  0.1667
        25,         2,  1.915701138100E+02,  0.0800
        42,         3,  1.910082357242E+02,  0.0714
        45,         4,  1.904149015541E+02,  0.0889
        49,         5,  1.901425472979E+02,  0.1020
        50,         6,  1.899079213966E+02,  0.1200
        51,         7,  1.896560834396E+02,  0.1373
        56,         8,  1.892490106776E+02,  0.1429
        58,         9,  1.885596654760E+02,  0.1552
        65,        10,  1.883693891493E+02,  0.1538
        67,        11,  1.871402951573E+02,  0.1642
        70,        12,  1.870952860996E+02,  0.1714
        80,        13,  1.867169696925E+02,  0.1625
        87,        14,  1.865504291628E+02,  0.1609
        90,        15,  1.863417296696E+02,  0.1667
        99,        16,  1.857904475783E+02,  0.1616
       102,        17,  1.855664960162E+02,  0.1667
       105,        18,  1.854600250797E+02,  0.1714
       107,        19,  1.839722929386E+02,  0.1776
       108,        20,  1.838456306403E+02,  0.1852
       110,        21,  1.836296432122E+02,  0.1909
       117,        22,  1.835835449121E+02,  0.1880
       124,        23,  1.833973741231E+02,  0.1855
       128,        24,  1.832555730627E+02,  0.1875
       135,        25,  1.829561777509E+02,  0.1852
       136,        26,  1.826356449433E+02,  0.1912
       137,        27,  1.824328497766E+02,  0.1971
       140,        28,  1.823924163343E+02,  0.2000
       141,        29,  1.822754217302E+02,  0.2057
       142,        30,  1.822329552559E+02,  0.2113
       162,        31,  1.814504421205E+02,  0.1914
       175,        32,  1.813374106469E+02,  0.1829
       191,        33,  1.808878137130E+02,  0.1728
       194,        34,  1.803361396929E+02,  0.1753
       199,        35,  1.801420711788E+02,  0.1759
       201,        36,  1.801051225023E+02,  0.1791
       204,        37,  1.798998439432E+02,  0.1814
       209,        38,  1.798833836627E+02,  0.1818
       210,        39,  1.796891332414E+02,  0.1857
       211,        40,  1.795941677619E+02,  0.1896
       218,        41,  1.785119480102E+02,  0.1881
       219,        42,  1.784818110970E+02,  0.1918
       221,        43,  1.782152122714E+02,  0.1946
       224,        44,  1.777911156753E+02,  0.1964
       233,        45,  1.775964311060E+02,  0.1931
       236,        46,  1.774012561959E+02,  0.1949
       240,        47,  1.773886275508E+02,  0.1958
       246,        48,  1.772411706850E+02,  0.1951
       248,        49,  1.770760308491E+02,  0.1976
       260,        50,  1.769096787168E+02,  0.1923
       263,        51,  1.768413479815E+02,  0.1939
       265,        52,  1.767500710963E+02,  0.1962
       271,        53,  1.764742838986E+02,  0.1956
       276,        54,  1.764726122072E+02,  0.1957
       282,        55,  1.764061189659E+02,  0.1950
       292,        56,  1.760774187850E+02,  0.1918
       297,        57,  1.757896480152E+02,  0.1919
       306,        58,  1.754902702830E+02,  0.1895
       311,        59,  1.752877792002E+02,  0.1897
       314,        60,  1.751628723441E+02,  0.1911
       321,        61,  1.751150445030E+02,  0.1900
       352,        62,  1.746427979215E+02,  0.1761
       357,        63,  1.746046012594E+02,  0.1765
       368,        64,  1.745848689602E+02,  0.1739
       369,        65,  1.744329572065E+02,  0.1762
       371,        66,  1.740816339965E+02,  0.1779
       376,        67,  1.737336187013E+02,  0.1782
       381,        68,  1.737214302753E+02,  0.1785
       394,        69,  1.735475339002E+02,  0.1751
       401,        70,  1.734622371068E+02,  0.1746
       403,        71,  1.732876048790E+02,  0.1762
       408,        72,  1.728637416346E+02,  0.1765
       412,        73,  1.728487296828E+02,  0.1772
       416,        74,  1.726598115325E+02,  0.1779
       422,        75,  1.725800505512E+02,  0.1777
       425,        76,  1.721200346067E+02,  0.1788
       428,        77,  1.720429548645E+02,  0.1799
       437,        78,  1.718097797475E+02,  0.1785
       441,        79,  1.716791862411E+02,  0.1791
       454,        80,  1.713915333419E+02,  0.1762
       457,        81,  1.712105765306E+02,  0.1772
       459,        82,  1.709760892254E+02,  0.1786
       470,        83,  1.704880840052E+02,  0.1766
       471,        84,  1.701894855594E+02,  0.1783
       519,        85,  1.700955980424E+02,  0.1638
       526,        86,  1.699892482978E+02,  0.1635
       528,        87,  1.696899071831E+02,  0.1648
       529,        88,  1.695298810526E+02,  0.1664
       549,        89,  1.694626881796E+02,  0.1621
       551,        90,  1.693067643252E+02,  0.1633
       561,        91,  1.692961171646E+02,  0.1622
       568,        92,  1.692473338395E+02,  0.1620
       575,        93,  1.691079192864E+02,  0.1617
       585,        94,  1.690925323491E+02,  0.1607
       590,        95,  1.689381821494E+02,  0.1610
       604,        96,  1.687917604003E+02,  0.1589
       607,        97,  1.684901892085E+02,  0.1598
