iteration,accepted_count,energy,acceptance_rate
         0,         0,  1.781109921820E+02,  0.0000
         1,         1,  1.780884493573E+02,  1.0000
         3,         2,  1.779465041103E+02,  0.6667
         4,         3,  1.774718094187E+02,  0.7500
         7,         4,  1.773919719212E+02,  0.5714
        11,         5,  1.764378619699E+02,  0.4545
        12,         6,  1.764220772899E+02,  0.5000
        13,         7,  1.763339667878E+02,  0.5385
        15,         8,  1.761899172576E+02,  0.5333
        16,         9,  1.761626609491E+02,  0.5625
        17,        10,  1.761101716387E+02,  0.5882
        21,        11,  1.759664527902E+02,  0.5238
        24,        12,  1.758982518282E+02,  0.5000
        27,        13,  1.758763119014E+02,  0.4815
        30,        14,  1.758762533459E+02,  0.4667
        31,        15,  1.757935346716E+02,  0.4839
        34,        16,  1.757693282178E+02,  0.4706
        36,        17,  1.755869345836E+02,  0.4722
        37,        18,  1.755378933946E+02,  0.4865
        38,        19,  1.754815083968E+02,  0.5000
        42,        20,  1.754110715768E+02,  0.4762
        47,        21,  1.753225734551E+02,  0.4468
        53,        22,  1.752644651445E+02,  0.4151
        54,        23,  1.751810965728E+02,  0.4259
        55,        24,  1.750003763392E+02,  0.4364
        57,        25,  1.749816829003E+02,  0.4386
        58,        26,  1.749539782774E+02,  0.4483
        59,        27,  1.748531229687E+02,  0.4576
        60,        28,  1.747476802868E+02,  0.4667
        64,        29,  1.746941031187E+02,  0.4531
        66,        30,  1.746908443832E+02,  0.4545
        67,        31,  1.739772529907E+02,  0.4627
        71,        32,  1.739394146390E+02,  0.4507
        73,        33,  1.738442033969E+02,  0.4521
        75,        34,  1.738411403176E+02,  0.4533
        77,        35,  1.737653987936E+02,  0.4545
        81,        36,  1.737465204156E+02,  0.4444
        82,        37,  1.736406398625E+02,  0.4512
        83,        38,  1.735496498163E+02,  0.4578
        85,        39,  1.734278206481E+02,  0.4588
        87,        40,  1.731881573931E+02,  0.4598
        88,        41,  1.730923250202E+02,  0.4659
        90,        42,  1.730763170141E+02,  0.4667
        91,        43,  1.729047803562E+02,  0.4725
        92,        44,  1.728793473997E+02,  0.4783
        94,        45,  1.728392664653E+02,  0.4787
       100,        46,  1.727805549680E+02,  0.4600
       102,        47,  1.725973534711E+02,  0.4608
       104,        48,  1.724979077380E+02,  0.4615
       106,        49,  1.722774573320E+02,  0.4623
       109,        50,  1.722572095112E+02,  0.4587
       111,        51,  1.722380266907E+02,  0.4595
       113,        52,  1.721568810235E+02,  0.4602
       114,        53,  1.721430531235E+02,  0.4649
       115,        54,  1.721195093320E+02,  0.4696
       117,        55,  1.719473281368E+02,  0.4701
       118,        56,  1.719328671203E+02,  0.4746
       119,        57,  1.718969371796E+02,  0.4790
       122,        58,  1.718913046593E+02,  0.4754
       124,        59,  1.718445623114E+02,  0.4758
       127,        60,  1.717113841391E+02,  0.4724
       128,        61,  1.715553306417E+02,  0.4766
       130,        62,  1.714458705437E+02,  0.4769
       131,        63,  1.712332786643E+02,  0.4809
       132,        64,  1.712168043441E+02,  0.4848
       134,        65,  1.711694363316E+02,  0.4851
       135,        66,  1.709352903602E+02,  0.4889
       136,        67,  1.708620362965E+02,  0.4926
       138,        68,  1.707505652651E+02,  0.4928
       142,        69,  1.707162606513E+02,  0.4859
       143,        70,  1.706498429266E+02,  0.4895
       144,        71,  1.706414812991E+02,  0.4931
       145,        72,  1.706251046718E+02,  0.4966
       146,        73,  1.705608774347E+02,  0.5000
       147,        74,  1.704745220811E+02,  0.5034
       148,        75,  1.703904602144E+02,  0.5068
       149,        76,  1.702726218188E+02,  0.5101
       151,        77,  1.702648106453E+02,  0.5099
       152,        78,  1.702249425587E+02,  0.5132
       153,        79,  1.701965411555E+02,  0.5163
       154,        80,  1.701478558432E+02,  0.5195
       156,        81,  1.700223845323E+02,  0.5192
       160,        82,  1.698503287051E+02,  0.5125
