particle_id,x,y,charge
     1, -5.7823769816E-01, -8.2367343896E+00, 1.0
     2,  9.4103823039E+00, -6.3490308675E+00, 1.0
     3, -3.1689119661E+00, -3.5425571663E+00, 1.0
     4,  3.7687744519E+00, -1.5053540912E-01, 1.0
     5,  6.2916999213E+00,  7.0266836989E+00, 1.0
     6, -9.9525019267E+00, -8.0584943342E+00, 1.0
     7,  9.5117644319E+00, -1.5234814321E-01, 1.0
     8,  6.2950816649E+00,  3.6717395267E+00, 1.0
     9, -1.4459700628E+00,  9.7939605462E+00, 1.0
    10, -6.2755124178E+00,  9.9348837496E+00, 1.0
    11, -3.3259028830E+00, -9.2496230864E+00, 1.0
    12,  1.9216657735E+00,  6.3428082052E+00, 1.0
    13,  3.2228808919E+00,  5.1638964915E+00, 1.0
    14,  7.1302887745E+00, -5.6159332049E+00, 1.0
    15, -8.1756065007E+00,  2.7882779970E-02, 1.0
    16,  4.8737639381E+00, -6.2608476592E+00, 1.0
    17,  9.9655990469E+00,  1.6931265289E+00, 1.0
    18,  8.9017440115E+00,  4.6649922810E+00, 1.0
    19,  4.0413097699E+00,  9.9934717759E+00, 1.0
    20, -5.5524413888E+00,  1.2504205714E+00, 1.0
    21,  3.0648036769E-01,  5.2702052135E+00, 1.0
    22, -9.9874361258E+00,  3.0333998130E+00, 1.0
    23, -6.7441917105E+00,  7.4553152227E+00, 1.0
    24, -2.8760025225E+00,  6.3800747645E+00, 1.0
    25, -6.1959961814E+00, -1.8428303131E+00, 1.0
    26,  5.1174815287E+00,  8.8650220051E+00, 1.0
    27, -2.2512104850E+00, -6.6153994242E+00, 1.0
    28, -3.7023021829E+00, -1.0382886818E-01, 1.0
    29, -7.9851326193E+00,  5.1675252451E+00, 1.0
    30,  1.7722601026E+00, -5.2940087692E+00, 1.0
    31, -9.9510404741E+00,  8.8428293678E+00, 1.0
    32, -7.1395790381E+00, -4.5909433278E+00, 1.0
    33,  5.8471803034E-01, -1.6827591982E+00, 1.0
    34, -1.5010538206E+00,  7.3914033149E+00, 1.0
    35, -3.1115827876E+00,  9.5039408991E+00, 1.0
    36, -5.1405041339E+00, -6.1220306745E+00, 1.0
    37,  9.7688132824E-01, -9.1218211343E+00, 1.0
    38, -9.9999172838E+00, -4.8349688416E+00, 1.0
    39,  9.9075421429E+00,  3.4508063842E+00, 1.0
    40,  9.2057000419E-01,  7.7533733663E+00, 1.0
    41,  8.9334616984E+00, -1.7719025683E+00, 1.0
    42, -4.5890548837E+00,  6.6687836315E+00, 1.0
    43, -9.0544736734E+00, -3.0475040955E+00, 1.0
    44,  5.2896870573E+00, -8.7655889281E+00, 1.0
    45,  9.1816378350E+00, -4.2423669175E+00, 1.0
    46,  6.0611928332E+00, -2.2574714875E+00, 1.0
    47, -5.2960228623E+00,  3.6684803590E+00, 1.0
    48,  1.8899837998E+00,  9.7157619788E+00, 1.0
    49, -5.7109874452E+00, -9.6640664553E+00, 1.0
    50, -3.7509979667E-01,  9.9807759485E+00, 1.0
