particle_id,x,y,charge
     1, -2.0408163265E-01, -7.5510204082E+00, 1.0
     2,  5.9183673469E+00,  1.0000000000E+01, 1.0
     3,  6.1224489796E-01, -6.1224489796E-01, 1.0
     4,  5.1020408163E+00,  5.5102040816E+00,-1.0
     5, -4.6938775510E+00, -1.8367346939E+00,-1.0
     6,  1.8367346939E+00,  4.6938775510E+00,-1.0
     7,  1.4285714286E+00,  7.5510204082E+00,-1.0
     8, -6.1224489796E-01, -7.5510204082E+00,-1.0
     9,  9.5918367347E+00,  6.3265306122E+00,-1.0
    10, -5.5102040816E+00,  9.1836734694E+00, 1.0
    11,  5.9183673469E+00, -8.7755102041E+00, 1.0
    12,  8.3673469388E+00,  6.3265306122E+00, 1.0
    13,  7.1428571429E+00, -4.2857142857E+00,-1.0
    14,  3.8775510204E+00, -2.6530612245E+00,-1.0
    15,  2.2448979592E+00,  6.7346938776E+00,-1.0
    16,  7.1428571429E+00, -4.6938775510E+00, 1.0
    17, -6.7346938776E+00, -6.3265306122E+00,-1.0
    18,  3.0612244898E+00, -2.6530612245E+00,-1.0
    19, -1.4285714286E+00,  4.2857142857E+00, 1.0
    20, -5.9183673469E+00, -1.8367346939E+00,-1.0
    21,  9.1836734694E+00,  1.4285714286E+00, 1.0
    22,  9.1836734694E+00,  1.8367346939E+00,-1.0
    23,  7.9591836735E+00,  6.3265306122E+00,-1.0
    24, -4.2857142857E+00, -1.8367346939E+00, 1.0
    25, -2.6530612245E+00, -5.9183673469E+00, 1.0
    26,  9.5918367347E+00,  8.3673469388E+00, 1.0
    27,  8.7755102041E+00, -8.3673469388E+00,-1.0
    28,  1.8367346939E+00,  4.2857142857E+00, 1.0
    29,  5.5102040816E+00, -6.3265306122E+00,-1.0
    30,  9.1836734694E+00,  1.0204081633E+00,-1.0
    31,  2.6530612245E+00, -1.0204081633E+00, 1.0
    32, -2.0408163265E-01,  9.1836734694E+00,-1.0
    33,  9.1836734694E+00, -1.0204081633E+00, 1.0
    34, -2.2448979592E+00, -9.5918367347E+00, 1.0
    35,  8.7755102041E+00,  8.3673469388E+00, 1.0
    36, -7.5510204082E+00, -5.9183673469E+00, 1.0
    37,  9.1836734694E+00, -2.6530612245E+00, 1.0
    38,  7.9591836735E+00, -8.3673469388E+00,-1.0
    39,  8.7755102041E+00, -9.1836734694E+00,-1.0
    40,  9.1836734694E+00, -2.2448979592E+00,-1.0
    41,  7.5510204082E+00, -4.6938775510E+00,-1.0
    42, -9.1836734694E+00, -2.6530612245E+00, 1.0
    43, -6.7346938776E+00, -6.7346938776E+00, 1.0
    44, -9.5918367347E+00, -8.7755102041E+00, 1.0
    45, -9.1836734694E+00, -7.9591836735E+00, 1.0
    46,  7.5510204082E+00, -8.3673469388E+00, 1.0
    47, -2.6530612245E+00, -9.5918367347E+00,-1.0
    48,  1.0204081633E+00, -3.0612244898E+00, 1.0
    49,  7.1428571429E+00, -8.3673469388E+00,-1.0
    50,  5.1020408163E+00,  4.6938775510E+00,-1.0
    51,  8.7755102041E+00, -8.7755102041E+00, 1.0
    52,  6.3265306122E+00,  1.0000000000E+01,-1.0
    53, -6.3265306122E+00,  2.2448979592E+00,-1.0
    54,  5.5102040816E+00, -8.7755102041E+00,-1.0
    55,  2.2448979592E+00, -1.0204081633E+00,-1.0
    56, -8.3673469388E+00,  7.1428571429E+00, 1.0
    57,  4.6938775510E+00,  3.8775510204E+00, 1.0
    58, -6.7346938776E+00,  5.5102040816E+00,-1.0
    59, -7.1428571429E+00,  5.5102040816E+00, 1.0
    60,  8.7755102041E+00,  6.3265306122E+00,-1.0
    61, -1.0204081633E+00,  9.1836734694E+00,-1.0
    62,  5.1020408163E+00,  5.9183673469E+00, 1.0
    63,  3.4693877551E+00, -2.6530612245E+00, 1.0
    64,  2.2448979592E+00,  6.3265306122E+00, 1.0
    65, -5.1020408163E+00, -1.8367346939E+00, 1.0
    66, -6.1224489796E-01,  9.1836734694E+00, 1.0
    67,  1.4285714286E+00,  7.9591836735E+00, 1.0
    68, -6.7346938776E+00,  2.2448979592E+00, 1.0
    69,  1.0000000000E+01, -5.5102040816E+00,-1.0
    70,  9.1836734694E+00, -6.1224489796E-01,-1.0
    71,  9.1836734694E+00, -3.0612244898E+00,-1.0
    72, -5.5102040816E+00,  8.7755102041E+00,-1.0
    73,  4.2857142857E+00,  3.8775510204E+00,-1.0
    74, -5.5102040816E+00,  8.3673469388E+00, 1.0
    75, -9.1836734694E+00, -2.2448979592E+00,-1.0
    76, -7.9591836735E+00,  2.6530612245E+00, 1.0
    77, -1.8367346939E+00, -5.9183673469E+00, 1.0
    78, -8.7755102041E+00, -7.9591836735E+00,-1.0
    79,  6.1224489796E-01, -3.0612244898E+00,-1.0
    80,  6.7346938776E+00,  1.0000000000E+01, 1.0
    81, -7.9591836735E+00, -5.9183673469E+00,-1.0
    82, -7.5510204082E+00, -2.0408163265E-01,-1.0
    83, -1.8367346939E+00,  4.2857142857E+00,-1.0
    84, -9.1836734694E+00, -6.1224489796E-01,-1.0
    85, -9.5918367347E+00, -8.3673469388E+00,-1.0
    86, -7.9591836735E+00, -2.0408163265E-01, 1.0
    87,  7.5510204082E+00, -4.2857142857E+00, 1.0
    88, -2.2448979592E+00, -5.9183673469E+00,-1.0
    89, -7.5510204082E+00,  2.6530612245E+00,-1.0
    90,  5.9183673469E+00, -6.3265306122E+00, 1.0
    91, -7.9591836735E+00,  7.1428571429E+00,-1.0
    92,  2.0408163265E-01, -6.1224489796E-01,-1.0
    93,  9.1836734694E+00,  8.3673469388E+00,-1.0
    94,  5.1020408163E+00,  5.1020408163E+00, 1.0
    95, -5.9183673469E+00,  2.2448979592E+00, 1.0
    96, -6.3265306122E+00, -1.8367346939E+00, 1.0
    97, -9.1836734694E+00, -1.0204081633E+00, 1.0
    98,  9.1836734694E+00,  6.3265306122E+00, 1.0
    99,  1.4285714286E+00,  7.1428571429E+00, 1.0
   100, -6.3265306122E+00,  5.5102040816E+00, 1.0
