particle_id,x,y,charge
     1, -1.4285714286E+00, -7.5510204082E+00, 1.0
     2, -1.0204081633E+00,  5.5102040816E+00, 1.0
     3, -3.0612244898E+00, -3.4693877551E+00, 1.0
     4,  2.2448979592E+00, -9.5918367347E+00, 1.0
     5,  6.1224489796E-01, -3.8775510204E+00, 1.0
     6, -9.1836734694E+00,  7.1428571429E+00, 1.0
     7, -9.1836734694E+00, -6.7346938776E+00,-1.0
     8, -3.4693877551E+00,  3.8775510204E+00,-1.0
     9, -4.2857142857E+00, -1.8367346939E+00, 1.0
    10, -9.1836734694E+00,  4.6938775510E+00,-1.0
    11, -2.2448979592E+00, -9.1836734694E+00, 1.0
    12,  5.1020408163E+00,  7.5510204082E+00, 1.0
    13,  3.4693877551E+00, -7.9591836735E+00,-1.0
    14,  5.9183673469E+00, -7.5510204082E+00, 1.0
    15,  5.5102040816E+00, -7.5510204082E+00,-1.0
    16,  2.2448979592E+00,  2.6530612245E+00, 1.0
    17,  2.0408163265E-01,  6.7346938776E+00,-1.0
    18,  2.2448979592E+00,  3.4693877551E+00, 1.0
    19, -3.4693877551E+00, -8.7755102041E+00, 1.0
    20,  1.8367346939E+00, -6.1224489796E-01, 1.0
    21,  7.9591836735E+00,  6.7346938776E+00, 1.0
    22, -4.6938775510E+00, -5.5102040816E+00,-1.0
    23,  7.1428571429E+00, -4.2857142857E+00,-1.0
    24,  9.1836734694E+00, -6.3265306122E+00,-1.0
    25, -7.9591836735E+00, -7.9591836735E+00,-1.0
    26, -3.0612244898E+00,  3.8775510204E+00, 1.0
    27,  7.9591836735E+00,  7.1428571429E+00,-1.0
    28,  5.1020408163E+00,  7.9591836735E+00,-1.0
    29, -3.4693877551E+00, -7.5510204082E+00,-1.0
    30,  7.9591836735E+00,  1.4285714286E+00, 1.0
    31,  2.2448979592E+00,  3.0612244898E+00,-1.0
    32, -6.1224489796E-01,  9.1836734694E+00,-1.0
    33, -7.5510204082E+00, -7.1428571429E+00,-1.0
    34, -6.1224489796E-01,  9.5918367347E+00, 1.0
    35, -8.7755102041E+00, -2.2448979592E+00,-1.0
    36,  9.1836734694E+00, -6.7346938776E+00, 1.0
    37,  4.2857142857E+00, -1.0204081633E+00,-1.0
    38,  2.0408163265E-01, -3.8775510204E+00,-1.0
    39, -6.3265306122E+00, -3.8775510204E+00,-1.0
    40,  3.0612244898E+00,  9.5918367347E+00,-1.0
    41,  6.7346938776E+00, -1.0204081633E+00,-1.0
    42, -4.6938775510E+00, -5.9183673469E+00, 1.0
    43,  7.5510204082E+00,  1.4285714286E+00,-1.0
    44, -2.6530612245E+00,  3.8775510204E+00,-1.0
    45, -4.2857142857E+00, -1.4285714286E+00,-1.0
    46,  8.3673469388E+00,  1.4285714286E+00,-1.0
    47, -5.5102040816E+00,  5.9183673469E+00, 1.0
    48, -5.1020408163E+00, -2.0408163265E-01, 1.0
    49, -3.4693877551E+00, -7.9591836735E+00, 1.0
    50, -5.5102040816E+00, -2.0408163265E-01,-1.0
    51, -5.1020408163E+00,  5.9183673469E+00,-1.0
    52,  6.1224489796E-01,  6.7346938776E+00, 1.0
    53,  2.2448979592E+00,  3.8775510204E+00,-1.0
    54, -7.5510204082E+00, -7.9591836735E+00, 1.0
    55, -2.2448979592E+00,  3.8775510204E+00, 1.0
    56,  6.3265306122E+00, -7.5510204082E+00,-1.0
    57, -6.3265306122E+00,  6.1224489796E-01,-1.0
    58, -1.4285714286E+00, -7.9591836735E+00,-1.0
    59,  3.8775510204E+00,  5.5102040816E+00,-1.0
    60, -4.6938775510E+00,  5.9183673469E+00, 1.0
    61, -9.1836734694E+00,  6.1224489796E-01,-1.0
    62,  3.8775510204E+00,  5.1020408163E+00, 1.0
    63, -3.8775510204E+00, -1.8367346939E+00,-1.0
    64, -9.1836734694E+00, -2.2448979592E+00, 1.0
    65, -3.4693877551E+00, -8.3673469388E+00,-1.0
    66,  7.1428571429E+00, -4.6938775510E+00, 1.0
    67,  2.2448979592E+00, -5.1020408163E+00,-1.0
    68,  4.6938775510E+00,  5.9183673469E+00,-1.0
    69, -3.8775510204E+00, -1.4285714286E+00, 1.0
    70,  4.2857142857E+00,  5.9183673469E+00, 1.0
    71,  3.8775510204E+00, -7.9591836735E+00, 1.0
    72,  4.2857142857E+00,  6.3265306122E+00,-1.0
    73, -9.5918367347E+00, -6.7346938776E+00, 1.0
    74,  3.8775510204E+00, -1.0204081633E+00, 1.0
    75,  6.7346938776E+00, -6.1224489796E-01, 1.0
    76, -6.1224489796E-01, -1.0204081633E+00, 1.0
    77, -9.1836734694E+00,  7.9591836735E+00, 1.0
    78, -1.0204081633E+00, -1.0204081633E+00,-1.0
    79, -6.3265306122E+00,  6.7346938776E+00,-1.0
    80, -3.8775510204E+00, -3.4693877551E+00, 1.0
    81,  3.4693877551E+00,  9.5918367347E+00, 1.0
    82, -1.4285714286E+00,  5.5102040816E+00,-1.0
    83, -7.9591836735E+00, -7.1428571429E+00, 1.0
    84, -2.6530612245E+00, -9.1836734694E+00,-1.0
    85, -5.9183673469E+00, -2.0408163265E-01, 1.0
    86,  1.8367346939E+00, -5.1020408163E+00, 1.0
    87,  2.2448979592E+00, -6.1224489796E-01,-1.0
    88, -9.5918367347E+00,  6.1224489796E-01, 1.0
    89,  1.4285714286E+00, -6.1224489796E-01,-1.0
    90, -3.4693877551E+00, -3.4693877551E+00,-1.0
    91, -6.3265306122E+00,  7.1428571429E+00, 1.0
    92, -6.3265306122E+00,  1.0204081633E+00, 1.0
    93, -9.1836734694E+00,  4.2857142857E+00, 1.0
    94,  2.2448979592E+00, -1.0000000000E+01,-1.0
    95, -6.3265306122E+00, -4.2857142857E+00, 1.0
    96,  1.4285714286E+00, -5.1020408163E+00,-1.0
    97, -6.1224489796E-01,  8.7755102041E+00, 1.0
    98,  9.1836734694E+00, -7.1428571429E+00,-1.0
    99, -9.1836734694E+00,  7.5510204082E+00,-1.0
   100, -8.3673469388E+00, -2.2448979592E+00, 1.0
