iteration,accepted_count,energy,acceptance_rate
         0,         0, -1.701832503528E+01,  0.0000
         6,         1, -1.718200655676E+01,  0.1667
        12,         2, -1.724652395424E+01,  0.1667
        18,         3, -1.732708001107E+01,  0.1667
        20,         4, -1.737410133442E+01,  0.2000
        30,         5, -1.763986020496E+01,  0.1667
        33,         6, -1.769226975137E+01,  0.1818
        54,         7, -1.879025964490E+01,  0.1296
        76,         8, -1.889082187499E+01,  0.1053
        77,         9, -2.060802356542E+01,  0.1169
        79,        10, -2.062243123603E+01,  0.1266
        80,        11, -2.099281539080E+01,  0.1375
        88,        12, -2.101313443207E+01,  0.1364
        92,        13, -2.175046483995E+01,  0.1413
        95,        14, -2.292614140874E+01,  0.1474
       104,        15, -2.329808530591E+01,  0.1442
       108,        16, -2.446089717251E+01,  0.1481
       110,        17, -2.458247126124E+01,  0.1545
       113,        18, -2.481202558190E+01,  0.1593
       126,        19, -2.483087591679E+01,  0.1508
       151,        20, -2.623341390332E+01,  0.1325
       157,        21, -2.631056779408E+01,  0.1338
       167,        22, -2.638937127621E+01,  0.1317
       173,        23, -2.639768212752E+01,  0.1329
       175,        24, -2.650094262488E+01,  0.1371
       177,        25, -2.678405819759E+01,  0.1412
       188,        26, -2.681259963352E+01,  0.1383
       202,        27, -2.691705852822E+01,  0.1337
       206,        28, -2.742798316861E+01,  0.1359
       210,        29, -2.813131596315E+01,  0.1381
       213,        30, -2.824380053124E+01,  0.1408
       220,        31, -2.825594536122E+01,  0.1409
       221,        32, -2.927161780375E+01,  0.1448
       226,        33, -2.941824468471E+01,  0.1460
       229,        34, -2.943651063909E+01,  0.1485
       262,        35, -2.984591715445E+01,  0.1336
       272,        36, -3.025501093351E+01,  0.1324
       291,        37, -3.087155023727E+01,  0.1271
       296,        38, -3.095648273445E+01,  0.1284
       301,        39, -3.111480051101E+01,  0.1296
       319,        40, -3.137368416709E+01,  0.1254
       320,        41, -3.181643274827E+01,  0.1281
       326,        42, -3.192931407308E+01,  0.1288
       334,        43, -3.238367410082E+01,  0.1287
       335,        44, -3.325265020562E+01,  0.1313
       345,        45, -3.378899905349E+01,  0.1304
       354,        46, -3.417910403850E+01,  0.1299
       358,        47, -3.426562977875E+01,  0.1313
       359,        48, -3.430560522395E+01,  0.1337
       363,        49, -3.435372219068E+01,  0.1350
       369,        50, -3.469395306645E+01,  0.1355
       371,        51, -3.522460829761E+01,  0.1375
       396,        52, -3.540208222731E+01,  0.1313
       398,        53, -3.563457821679E+01,  0.1332
       425,        54, -3.631259646373E+01,  0.1271
       433,        55, -3.710050560353E+01,  0.1270
       444,        56, -3.757637597516E+01,  0.1261
       449,        57, -3.781891219941E+01,  0.1269
       462,        58, -3.861506892202E+01,  0.1255
       464,        59, -3.867150907378E+01,  0.1272
       491,        60, -3.888939370701E+01,  0.1222
       493,        61, -4.023623845146E+01,  0.1237
       535,        62, -4.026964161006E+01,  0.1159
       547,        63, -4.081976775592E+01,  0.1152
       550,        64, -4.180002105901E+01,  0.1164
       556,        65, -4.200587344877E+01,  0.1169
       561,        66, -4.220646331257E+01,  0.1176
       571,        67, -4.249217537967E+01,  0.1173
       577,        68, -4.257238724724E+01,  0.1179
       580,        69, -4.320405924413E+01,  0.1190
       602,        70, -4.376888555456E+01,  0.1163
       605,        71, -4.379150760377E+01,  0.1174
       606,        72, -4.399641961898E+01,  0.1188
       609,        73, -4.418164139347E+01,  0.1199
       641,        74, -4.451738257558E+01,  0.1154
       644,        75, -4.471445382340E+01,  0.1165
       646,        76, -4.476772989534E+01,  0.1176
       651,        77, -4.485611027463E+01,  0.1183
       659,        78, -4.507443759601E+01,  0.1184
       668,        79, -4.511017456287E+01,  0.1183
       670,        80, -4.582412324454E+01,  0.1194
