particle_id,x,y,charge
     1,  1.7063897487E-02, -6.9522005126E+00, 1.0
     2,  2.9359802489E+00,  9.8662797949E+00, 1.0
     3, -2.2990417070E+00, -2.4274136181E+00, 1.0
     4,  7.9591836735E+00,  3.8775510204E+00, 1.0
     5, -4.6974367428E+00, -2.3254765702E+00, 1.0
     6,  3.6583846468E+00,  3.8688480002E+00, 1.0
     7,  6.1224489796E-01,  8.3673469388E+00, 1.0
     8, -5.7584365583E-01, -9.2345731043E+00, 1.0
     9,  9.4673302041E+00,  2.3105109153E+00, 1.0
    10, -6.8860556405E+00,  9.8970893881E+00, 1.0
    11,  4.2828152010E+00, -8.3185195230E+00, 1.0
    12,  6.8036790362E+00,  8.7290056890E+00, 1.0
    13,  7.3851906841E+00, -6.0560961276E+00, 1.0
    14,  5.3238077573E+00, -1.8329793547E+00, 1.0
    15,  3.3565787472E+00,  6.2094859726E+00, 1.0
    16,  2.6029822794E+00, -5.7541074452E+00, 1.0
    17, -7.1585109121E+00, -8.0435641486E+00, 1.0
    18,  3.1642133266E+00, -2.5917583003E+00, 1.0
    19, -1.5823074824E+00,  2.8749137811E+00, 1.0
    20, -8.2849705583E+00, -2.8787188032E+00, 1.0
    21,  9.9023930675E+00,  9.7632902256E-01, 1.0
    22,  8.2642113357E+00,  1.8128315301E+00, 1.0
    23,  9.4933896326E+00,  3.7496501384E+00, 1.0
    24, -4.2152956373E+00, -1.2551822246E+00, 1.0
    25, -3.0403757582E+00, -6.8882354502E+00, 1.0
    26,  8.9381465919E+00,  9.4726594733E+00, 1.0
    27,  1.0000000000E+01, -6.7346938776E+00, 1.0
    28,  8.1655227532E-01,  5.3715573999E+00, 1.0
    29,  5.8570244021E+00, -6.5469093747E+00, 1.0
    30,  8.8886107098E+00,  7.9962973393E-01, 1.0
    31,  2.9083323329E+00,  5.7214397915E-01, 1.0
    32, -2.0284442166E-01,  9.9084535251E+00, 1.0
    33,  9.7150478994E+00, -1.6297493965E+00, 1.0
    34, -1.8722537486E+00, -9.5794904649E+00, 1.0
    35,  9.6372619375E+00,  7.7063748015E+00, 1.0
    36, -8.1519688211E+00, -4.7831922801E+00, 1.0
    37,  8.9384938278E+00, -2.1493691092E+00, 1.0
    38,  8.4109015251E+00, -7.8387326187E+00, 1.0
    39,  1.0000000000E+01, -8.7755102041E+00, 1.0
    40,  9.9180577188E+00, -3.6810347141E+00, 1.0
    41,  7.4853460534E+00, -4.8747930891E+00, 1.0
    42, -8.4402486616E+00, -5.8903346522E-01, 1.0
    43, -4.4127583990E+00, -4.6061627396E+00, 1.0
    44, -9.4563620608E+00, -8.4939020739E+00, 1.0
    45, -9.8817984965E+00, -6.1223869290E+00, 1.0
    46,  6.3557607959E+00, -8.5562233738E+00, 1.0
    47, -5.1020408163E+00, -1.0000000000E+01, 1.0
    48, -8.1878740099E-02, -3.5995414080E+00, 1.0
    49,  7.7171457536E+00, -8.4110088824E+00, 1.0
    50,  4.6232609704E+00,  4.7066533702E+00, 1.0
