particle_id,x,y,charge
     1,  1.9702252350E-01, -7.8596780986E+00, 1.0
     2,  6.9850516888E+00,  9.9551078039E+00, 1.0
     3,  2.8811154099E-01, -1.0055042076E+00, 1.0
     4, -3.0648421604E+00,  8.4622892881E+00, 1.0
     5,  7.2323920102E-01, -3.4520515081E+00, 1.0
     6, -1.8489285829E+00, -7.0558554006E+00, 1.0
     7, -7.7449609482E+00, -3.7628489384E+00, 1.0
     8,  3.5016574357E-01,  3.2824631776E+00, 1.0
     9,  3.0422097329E+00,  9.1376191854E+00, 1.0
    10, -4.4529077754E+00,  4.4583854836E+00, 1.0
    11,  7.9447348979E-01,  6.6671378255E+00, 1.0
    12, -8.7940586380E+00,  8.1293754896E-01, 1.0
    13,  6.9511447030E+00, -3.0937349751E+00, 1.0
    14,  9.2398672090E+00, -3.0699232490E+00, 1.0
    15, -6.2862938204E+00, -1.5821216794E+00, 1.0
    16, -6.7056896456E+00,  8.7240917826E+00, 1.0
    17, -8.8558610078E+00,  9.0294683740E+00, 1.0
    18,  4.5787559364E+00, -2.1072654870E+00, 1.0
    19, -1.0682589500E+00,  8.4473802344E+00, 1.0
    20, -7.8244450334E+00, -1.4307003771E+00, 1.0
    21,  2.5306721533E+00,  4.7238854546E+00, 1.0
    22, -5.7372705385E+00, -9.0021670410E+00, 1.0
    23, -9.9877446685E+00,  3.8340820326E+00, 1.0
    24, -6.1968823981E+00,  5.5890971081E+00, 1.0
    25, -8.1269824920E+00, -1.8325051742E+00, 1.0
    26,  8.4597528978E-01,  6.6147574658E+00,-1.0
    27, -1.3087484175E+00, -3.8300082730E+00,-1.0
    28,  9.2872428934E+00, -2.0703837923E-01,-1.0
    29,  2.3060074960E+00, -8.0228466683E+00,-1.0
    30, -7.1529233548E+00, -9.4378526551E+00,-1.0
    31,  6.6683579200E+00,  4.9399555438E+00,-1.0
    32,  8.2355485255E+00,  2.5356237904E+00,-1.0
    33, -6.9865498493E+00,  1.4343608355E+00,-1.0
    34, -2.4318787599E+00, -8.5027887907E+00,-1.0
    35, -9.7551856922E+00,  8.6785179295E+00,-1.0
    36, -6.9093818081E+00, -2.1707537162E-01,-1.0
    37,  7.6151532382E+00, -5.7423739095E+00,-1.0
    38, -8.7260108136E+00,  9.1529876822E+00,-1.0
    39, -7.7124188324E+00, -3.8078029144E+00,-1.0
    40, -6.3113451510E+00, -1.5485406208E+00,-1.0
    41,  1.6730728093E+00,  7.2987277004E+00,-1.0
    42,  2.8073663302E+00,  4.5243956508E+00,-1.0
    43,  7.4295910833E+00, -9.9849192098E+00,-1.0
    44, -6.9737786211E+00, -5.3227122232E+00,-1.0
    45, -5.2435405884E+00, -2.9257645399E+00,-1.0
    46,  9.3436606995E+00,  7.5433796409E+00,-1.0
    47,  8.9155596153E+00, -4.1830405490E+00,-1.0
    48, -7.0053500508E-01, -6.9392064680E-01,-1.0
    49, -7.8093541676E+00, -1.4419556373E+00,-1.0
    50, -5.8498094270E+00, -9.0412767348E+00,-1.0
