particle_id,x,y,charge
     1,  7.2095061753E-01, -7.4223628836E+00, 1.0
     2,  8.4031324679E+00,  9.2813607729E+00, 1.0
     3, -2.0684094982E-01, -1.1346017499E+00, 1.0
     4, -3.3210434178E+00,  9.8702327774E+00, 1.0
     5, -7.6111955555E-01, -3.8378988156E+00, 1.0
     6, -1.9570813317E+00, -7.7871316351E+00, 1.0
     7, -7.7126561450E+00, -3.8113603497E+00, 1.0
     8,  2.1621514978E+00,  2.6670433521E+00, 1.0
     9,  2.5088647041E+00,  8.4885250291E+00, 1.0
    10, -4.0131489454E+00,  3.1826402416E+00, 1.0
    11,  7.2600322874E-01,  6.5989547506E+00, 1.0
    12, -7.7207657450E+00, -1.0416405628E-01, 1.0
    13,  7.6936709400E+00, -3.9910736802E+00, 1.0
    14,  8.9535899380E+00, -3.5073287066E+00, 1.0
    15, -6.2862938204E+00, -1.5821216794E+00, 1.0
    16, -8.6450120653E+00,  8.3229159168E+00, 1.0
    17, -8.9200558896E+00,  8.9411163806E+00, 1.0
    18,  5.6079506240E+00, -1.1494406250E+00, 1.0
    19,  4.6338073221E-01,  8.2535130213E+00, 1.0
    20, -7.8244450334E+00, -1.4307003771E+00, 1.0
    21,  2.7299011495E+00,  4.7001828250E+00, 1.0
    22, -5.7974762427E+00, -8.9728746800E+00, 1.0
    23, -9.3373304568E+00,  2.0307938840E+00, 1.0
    24, -7.2991428739E+00,  4.9582597709E+00, 1.0
    25, -7.3908212800E+00, -2.7294859718E+00, 1.0
    26,  7.4893750835E-01,  6.6243149888E+00,-1.0
    27, -7.3889217331E-01, -3.8687426485E+00,-1.0
    28,  7.9580954877E+00, -6.8209230591E-01,-1.0
    29,  6.6003923840E-01, -7.3808440174E+00,-1.0
    30, -6.9791158355E+00, -9.9847655790E+00,-1.0
    31,  3.5259968407E+00,  4.6005748160E+00,-1.0
    32,  7.0956432596E+00,  2.5610912463E+00,-1.0
    33, -8.5379568695E+00,  1.0273826135E+00,-1.0
    34, -1.9946827094E+00, -7.8104335771E+00,-1.0
    35, -8.7835814581E+00,  8.4288692096E+00,-1.0
    36, -7.7285013598E+00, -2.2313985410E-01,-1.0
    37,  7.6619143463E+00, -4.0143224661E+00,-1.0
    38, -8.9187764380E+00,  8.9053083063E+00,-1.0
    39, -7.7124188324E+00, -3.8078029144E+00,-1.0
    40, -6.2599604181E+00, -1.5829477270E+00,-1.0
    41,  2.4922398448E+00,  8.5040653411E+00,-1.0
    42,  2.7123578400E+00,  4.7331150959E+00,-1.0
    43,  6.3541426271E+00, -9.4616573361E+00,-1.0
    44, -7.4998512703E+00, -3.7014049538E+00,-1.0
    45, -6.5547226356E+00, -2.0561349447E+00,-1.0
    46,  8.6909049641E+00,  8.9920069303E+00,-1.0
    47,  8.9873935231E+00, -3.4889943409E+00,-1.0
    48, -1.9418427252E-01, -1.0937566252E+00,-1.0
    49, -7.8093541676E+00, -1.4419556373E+00,-1.0
    50, -5.8254181785E+00, -8.9301477192E+00,-1.0
