particle_id,x,y,charge
     1,  4.1592925435E-01, -7.6884229775E+00, 1.0
     2,  6.9850516888E+00,  9.9551078039E+00, 1.0
     3,  5.1557663958E-02, -9.4077031066E-01, 1.0
     4, -3.3340095889E+00,  8.9345838630E+00, 1.0
     5, -1.2625696237E-01, -3.3989322110E+00, 1.0
     6, -2.0713199611E+00, -7.1312915977E+00, 1.0
     7, -7.7449609482E+00, -3.7628489384E+00, 1.0
     8,  6.2392357104E-01,  2.8273034542E+00, 1.0
     9,  2.8455934522E+00,  8.5155408051E+00, 1.0
    10, -4.2892130057E+00,  3.7697425235E+00, 1.0
    11,  7.9447348979E-01,  6.6671378255E+00, 1.0
    12, -8.4372021897E+00,  5.0463959686E-01, 1.0
    13,  7.2561095996E+00, -2.9093188641E+00, 1.0
    14,  9.1036376559E+00, -3.4679286274E+00, 1.0
    15, -6.2862938204E+00, -1.5821216794E+00, 1.0
    16, -6.7247242022E+00,  8.8670466329E+00, 1.0
    17, -8.9200558896E+00,  8.9411163806E+00, 1.0
    18,  4.5997778386E+00, -1.9733028232E+00, 1.0
    19, -1.0682589500E+00,  8.4473802344E+00, 1.0
    20, -7.8244450334E+00, -1.4307003771E+00, 1.0
    21,  2.5306721533E+00,  4.7238854546E+00, 1.0
    22, -5.8321663990E+00, -9.0148906595E+00, 1.0
    23, -9.9354038556E+00,  3.5873984425E+00, 1.0
    24, -6.3544745108E+00,  5.5065972357E+00, 1.0
    25, -8.0135604256E+00, -2.2744836171E+00, 1.0
    26,  8.4597528978E-01,  6.6147574658E+00,-1.0
    27, -8.3016471875E-01, -3.9366827087E+00,-1.0
    28,  9.0825711348E+00, -3.4445580901E-01,-1.0
    29,  1.8680323740E+00, -7.8316285087E+00,-1.0
    30, -7.0792544133E+00, -9.8316692823E+00,-1.0
    31,  6.2011783846E+00,  4.8327319580E+00,-1.0
    32,  7.8214321903E+00,  2.2644880589E+00,-1.0
    33, -7.3633065832E+00,  1.6784449989E+00,-1.0
    34, -2.3745745109E+00, -8.2471730733E+00,-1.0
    35, -9.7551856922E+00,  8.6785179295E+00,-1.0
    36, -6.9755043936E+00, -5.9905933664E-01,-1.0
    37,  7.6940088319E+00, -4.8468217260E+00,-1.0
    38, -8.9187764380E+00,  8.9053083063E+00,-1.0
    39, -7.7124188324E+00, -3.8078029144E+00,-1.0
    40, -6.3113451510E+00, -1.5485406208E+00,-1.0
    41,  2.0248761153E+00,  7.9024450927E+00,-1.0
    42,  2.8342292500E+00,  4.5716153594E+00,-1.0
    43,  7.4295910833E+00, -9.9849192098E+00,-1.0
    44, -7.4169727882E+00, -5.2499257553E+00,-1.0
    45, -5.1850715118E+00, -2.1294397751E+00,-1.0
    46,  9.4470202677E+00,  7.8842241827E+00,-1.0
    47,  9.2616060867E+00, -3.8395514851E+00,-1.0
    48, -5.8297164136E-01, -6.1676747513E-01,-1.0
    49, -7.8093541676E+00, -1.4419556373E+00,-1.0
    50, -5.8254181785E+00, -8.9301477192E+00,-1.0
