particle_id,x,y,charge
     1,  7.2095061753E-01, -7.4223628836E+00, 1.0
     2,  8.5432894931E+00,  9.0200349086E+00, 1.0
     3, -1.9785038090E-01, -1.1264110175E+00, 1.0
     4, -3.3384537915E+00,  9.9629780326E+00, 1.0
     5, -7.6111955555E-01, -3.8378988156E+00, 1.0
     6, -2.0080364405E+00, -7.8301922886E+00, 1.0
     7, -7.7126561450E+00, -3.8113603497E+00, 1.0
     8,  2.4936191691E+00,  3.5344436313E+00, 1.0
     9,  2.5088647041E+00,  8.4885250291E+00, 1.0
    10, -3.3394881652E+00,  9.2218026344E-01, 1.0
    11,  7.7312624133E-01,  6.6170364601E+00, 1.0
    12, -7.9095434908E+00, -3.4268649184E-01, 1.0
    13,  7.6804871769E+00, -4.0240675115E+00, 1.0
    14,  8.9216621378E+00, -3.4947638731E+00, 1.0
    15, -6.2862938204E+00, -1.5821216794E+00, 1.0
    16, -8.6024237391E+00,  8.2502928802E+00, 1.0
    17, -8.9200558896E+00,  8.9411163806E+00, 1.0
    18,  6.4551058169E+00, -1.0771136193E+00, 1.0
    19,  2.8384773428E+00,  7.2848829756E+00, 1.0
    20, -7.7949438440E+00, -1.4335828396E+00, 1.0
    21,  2.7131203966E+00,  4.7208729117E+00, 1.0
    22, -5.8091124488E+00, -8.9169275698E+00, 1.0
    23, -9.3133503275E+00,  1.7501475679E+00, 1.0
    24, -8.4573762106E+00,  3.2392497805E+00, 1.0
    25, -6.6564597945E+00, -2.4024286276E+00, 1.0
    26,  7.4893750835E-01,  6.6243149888E+00,-1.0
    27, -7.3889217331E-01, -3.8687426485E+00,-1.0
    28,  6.4459121484E+00, -1.0582422574E+00,-1.0
    29,  7.5021412121E-01, -7.4278837534E+00,-1.0
    30, -5.9864337540E+00, -8.8940712539E+00,-1.0
    31,  2.4595556297E+00,  3.5638943725E+00,-1.0
    32,  5.8500476419E+00,  3.1460299394E+00,-1.0
    33, -9.3142910590E+00,  1.7469339043E+00,-1.0
    34, -1.9946827094E+00, -7.8104335771E+00,-1.0
    35, -8.6604237542E+00,  8.2432491308E+00,-1.0
    36, -7.9345115982E+00, -2.6551976981E-01,-1.0
    37,  7.6619143463E+00, -4.0143224661E+00,-1.0
    38, -8.9327581960E+00,  8.9707554740E+00,-1.0
    39, -7.7124188324E+00, -3.8078029144E+00,-1.0
    40, -6.2599604181E+00, -1.5829477270E+00,-1.0
    41,  2.5184340875E+00,  8.4701340611E+00,-1.0
    42,  2.7123578400E+00,  4.7331150959E+00,-1.0
    43,  8.1836537539E+00, -8.1537001266E+00,-1.0
    44, -7.6308012173E+00, -2.3557026803E+00,-1.0
    45, -6.6973979294E+00, -2.3834796939E+00,-1.0
    46,  8.5216941199E+00,  8.9981303171E+00,-1.0
    47,  8.9280958618E+00, -3.5079898147E+00,-1.0
    48, -1.9418427252E-01, -1.0937566252E+00,-1.0
    49, -7.8093541676E+00, -1.4419556373E+00,-1.0
    50, -5.8254181785E+00, -8.9301477192E+00,-1.0
