particle_id,x,y,charge
     1,  2.1070457200E-01, -7.4730800608E+00, 1.0
     2,  6.7887237946E+00,  9.9424956674E+00, 1.0
     3,  8.6321800358E-01, -1.3069588598E+00, 1.0
     4, -2.6640699125E+00,  8.3267228425E+00, 1.0
     5,  1.3631754140E+00, -3.4227225122E+00, 1.0
     6, -1.0719576293E+00, -6.6810465824E+00, 1.0
     7, -6.9498178297E+00, -3.8878854472E+00, 1.0
     8,  1.1138753661E-01,  3.1750688386E+00, 1.0
     9,  3.0275032849E+00,  9.7604050100E+00, 1.0
    10, -4.2284784443E+00,  5.2697531601E+00, 1.0
    11,  9.1047030730E-01,  6.9042050757E+00, 1.0
    12, -9.0168044744E+00,  8.8030234136E-01, 1.0
    13,  5.9159572823E+00, -2.4409864783E+00, 1.0
    14,  9.4035090634E+00, -2.7636975512E+00, 1.0
    15, -6.4315819646E+00, -1.4534636225E+00, 1.0
    16, -6.2002491066E+00,  7.9183333765E+00, 1.0
    17, -8.8964128909E+00,  9.9364913425E+00, 1.0
    18,  4.7127841258E+00, -2.4875971625E+00, 1.0
    19, -1.9941376892E+00,  8.8495153606E+00, 1.0
    20, -7.6563618563E+00, -1.4770403089E+00, 1.0
    21,  2.3222136889E+00,  4.5863375842E+00, 1.0
    22, -6.0067282981E+00, -9.5785504336E+00, 1.0
    23, -9.7862594132E+00,  3.6056143449E+00, 1.0
    24, -5.8170664524E+00,  5.8786124734E+00, 1.0
    25, -7.8017391754E+00, -1.7128359541E+00, 1.0
    26,  4.2623344981E-01,  6.8082930785E+00,-1.0
    27, -1.6222788791E+00, -3.6442152379E+00,-1.0
    28,  9.5657577617E+00,  5.6293047004E-02,-1.0
    29,  3.4266951535E+00, -8.1363633113E+00,-1.0
    30, -7.1536604128E+00, -9.4770109605E+00,-1.0
    31,  6.9026065398E+00,  4.5806110398E+00,-1.0
    32,  7.9494779865E+00,  3.2655960473E+00,-1.0
    33, -6.5023472167E+00,  1.3809317144E+00,-1.0
    34, -3.0743274687E+00, -9.1374657617E+00,-1.0
    35, -9.9955318006E+00,  8.9105078028E+00,-1.0
    36, -6.0057431663E+00, -3.6822597104E-01,-1.0
    37,  7.7669027838E+00, -6.4419758984E+00,-1.0
    38, -8.5259668694E+00,  8.5107668565E+00,-1.0
    39, -8.5967196513E+00, -3.1372812330E+00,-1.0
    40, -6.3113451510E+00, -1.5485406208E+00,-1.0
    41,  2.0168364491E+00,  7.0111213721E+00,-1.0
    42,  3.3792143987E+00,  4.3625477990E+00,-1.0
    43,  7.2658235744E+00, -9.5779691370E+00,-1.0
    44, -7.4082977926E+00, -6.2407390792E+00,-1.0
    45, -5.0637573576E+00, -2.7173760100E+00,-1.0
    46,  9.8078548153E+00,  6.9832733747E+00,-1.0
    47,  9.3111799955E+00, -4.5015604250E+00,-1.0
    48, -1.4130876143E+00, -4.1244428103E-01,-1.0
    49, -8.1284803631E+00, -1.5590673118E+00,-1.0
    50, -5.4107865772E+00, -9.0487263682E+00,-1.0
