particle_id,x,y,charge
     1, -1.0204081633E+00, -7.1428571429E+00, 1.0
     2,  5.5102040816E+00, -8.3673469388E+00, 1.0
     3, -3.4693877551E+00, -4.2857142857E+00,-1.0
     4, -1.0204081633E+00,  5.9183673469E+00, 1.0
     5,  1.8367346939E+00, -2.6530612245E+00,-1.0
     6,  7.9591836735E+00,  2.6530612245E+00, 1.0
     7, -1.0204081633E+00,  2.2448979592E+00,-1.0
     8,  2.6530612245E+00,  3.0612244898E+00,-1.0
     9, -1.0000000000E+01,  5.9183673469E+00, 1.0
    10, -6.1224489796E-01, -7.1428571429E+00,-1.0
    11, -8.3673469388E+00, -5.9183673469E+00,-1.0
    12, -7.5510204082E+00,  8.7755102041E+00, 1.0
    13,  5.5102040816E+00, -6.7346938776E+00,-1.0
    14,  8.3673469388E+00,  4.6938775510E+00, 1.0
    15, -8.7755102041E+00, -1.4285714286E+00,-1.0
    16, -7.5510204082E+00, -1.4285714286E+00, 1.0
    17,  3.4693877551E+00,  6.7346938776E+00,-1.0
    18, -1.4285714286E+00,  8.7755102041E+00, 1.0
    19, -9.5918367347E+00, -1.4285714286E+00,-1.0
    20,  1.0204081633E+00, -5.5102040816E+00, 1.0
    21,  2.0408163265E-01, -1.0204081633E+00, 1.0
    22,  1.8367346939E+00, -6.7346938776E+00,-1.0
    23, -6.7346938776E+00,  8.7755102041E+00, 1.0
    24,  4.2857142857E+00,  6.7346938776E+00,-1.0
    25, -2.2448979592E+00,  7.5510204082E+00, 1.0
    26,  7.5510204082E+00,  2.6530612245E+00,-1.0
    27,  2.0408163265E-01,  8.7755102041E+00,-1.0
    28,  5.1020408163E+00,  6.1224489796E-01,-1.0
    29, -6.1224489796E-01,  6.3265306122E+00, 1.0
    30, -5.1020408163E+00, -9.5918367347E+00,-1.0
    31, -1.0204081633E+00,  2.6530612245E+00, 1.0
    32,  4.2857142857E+00, -8.7755102041E+00,-1.0
    33, -1.8367346939E+00,  8.7755102041E+00,-1.0
    34,  6.3265306122E+00,  8.7755102041E+00, 1.0
    35,  5.1020408163E+00,  3.0612244898E+00,-1.0
    36,  1.0204081633E+00, -5.1020408163E+00,-1.0
    37, -3.0612244898E+00,  7.5510204082E+00, 1.0
    38, -6.3265306122E+00, -3.4693877551E+00, 1.0
    39,  9.1836734694E+00, -7.1428571429E+00,-1.0
    40, -7.1428571429E+00,  8.7755102041E+00,-1.0
    41,  6.1224489796E-01,  4.2857142857E+00,-1.0
    42, -6.1224489796E-01,  5.9183673469E+00,-1.0
    43, -6.3265306122E+00, -3.0612244898E+00,-1.0
    44, -4.2857142857E+00, -4.2857142857E+00,-1.0
    45, -6.7346938776E+00,  4.2857142857E+00, 1.0
    46,  1.8367346939E+00, -7.5510204082E+00,-1.0
    47, -2.2448979592E+00, -6.7346938776E+00, 1.0
    48,  8.3673469388E+00, -3.8775510204E+00,-1.0
    49,  3.8775510204E+00, -8.7755102041E+00, 1.0
    50,  5.9183673469E+00, -6.7346938776E+00, 1.0
    51, -4.6938775510E+00,  6.1224489796E-01,-1.0
    52, -1.0204081633E+00,  1.8367346939E+00, 1.0
    53,  1.8367346939E+00, -7.1428571429E+00, 1.0
    54,  5.9183673469E+00, -8.3673469388E+00,-1.0
    55,  1.4285714286E+00,  7.5510204082E+00, 1.0
    56, -1.8367346939E+00, -6.7346938776E+00,-1.0
    57, -4.6938775510E+00,  1.0204081633E+00, 1.0
    58, -9.1836734694E+00, -1.4285714286E+00, 1.0
    59,  1.0000000000E+01,  1.0000000000E+01,-1.0
    60,  5.5102040816E+00,  3.0612244898E+00, 1.0
    61,  8.3673469388E+00,  5.1020408163E+00,-1.0
    62, -1.0000000000E+01, -1.4285714286E+00, 1.0
    63,  3.0612244898E+00,  3.0612244898E+00, 1.0
    64, -7.5510204082E+00,  4.2857142857E+00, 1.0
    65, -2.6530612245E+00, -6.1224489796E-01, 1.0
    66,  6.1224489796E-01,  8.7755102041E+00, 1.0
    67, -7.9591836735E+00, -1.4285714286E+00,-1.0
    68, -4.6938775510E+00,  2.0408163265E-01, 1.0
    69, -3.8775510204E+00, -4.2857142857E+00, 1.0
    70, -9.5918367347E+00,  5.9183673469E+00,-1.0
    71,  1.0204081633E+00,  4.2857142857E+00, 1.0
    72, -2.6530612245E+00,  7.5510204082E+00,-1.0
    73,  7.9591836735E+00, -5.1020408163E+00, 1.0
    74,  6.7346938776E+00,  7.9591836735E+00, 1.0
    75,  9.1836734694E+00, -6.3265306122E+00,-1.0
    76, -4.6938775510E+00, -9.5918367347E+00, 1.0
    77, -7.1428571429E+00,  4.2857142857E+00,-1.0
    78,  7.1428571429E+00,  7.9591836735E+00,-1.0
    79,  5.9183673469E+00,  6.1224489796E-01,-1.0
    80,  8.3673469388E+00, -4.6938775510E+00, 1.0
    81, -2.6530612245E+00, -6.7346938776E+00,-1.0
    82, -8.3673469388E+00, -6.3265306122E+00, 1.0
    83,  7.9591836735E+00, -3.8775510204E+00, 1.0
    84,  3.8775510204E+00,  6.7346938776E+00, 1.0
    85,  1.8367346939E+00, -3.0612244898E+00, 1.0
    86, -1.0204081633E+00,  6.3265306122E+00,-1.0
    87, -3.0612244898E+00, -4.2857142857E+00, 1.0
    88,  9.1836734694E+00, -6.7346938776E+00, 1.0
    89,  7.9591836735E+00, -4.6938775510E+00,-1.0
    90,  8.3673469388E+00, -5.1020408163E+00,-1.0
    91,  5.5102040816E+00,  6.1224489796E-01, 1.0
    92,  1.0204081633E+00,  7.5510204082E+00,-1.0
    93, -2.0408163265E-01, -1.0204081633E+00,-1.0
    94,  8.3673469388E+00,  2.6530612245E+00,-1.0
    95, -1.4285714286E+00, -4.6938775510E+00,-1.0
    96, -1.0000000000E+01,  1.4285714286E+00, 1.0
    97, -1.4285714286E+00, -5.1020408163E+00, 1.0
    98,  6.3265306122E+00,  8.3673469388E+00,-1.0
    99, -8.3673469388E+00, -1.4285714286E+00, 1.0
   100, -3.0612244898E+00, -6.1224489796E-01,-1.0
