particle_id,x,y,charge
     1, -6.1224489796E-01, -7.5510204082E+00, 1.0
     2,  7.5510204082E+00, -8.3673469388E+00,-1.0
     3, -4.2857142857E+00, -2.6530612245E+00,-1.0
     4,  5.1020408163E+00, -6.7346938776E+00,-1.0
     5,  1.8367346939E+00,  2.0408163265E-01, 1.0
     6,  4.2857142857E+00,  2.6530612245E+00, 1.0
     7,  3.0612244898E+00,  5.5102040816E+00,-1.0
     8, -3.4693877551E+00, -1.0204081633E+00, 1.0
     9, -4.2857142857E+00, -2.2448979592E+00, 1.0
    10, -6.1224489796E-01, -7.1428571429E+00,-1.0
    11,  4.6938775510E+00, -2.2448979592E+00, 1.0
    12,  5.5102040816E+00, -3.8775510204E+00, 1.0
    13,  1.4285714286E+00,  9.1836734694E+00,-1.0
    14,  6.7346938776E+00,  7.5510204082E+00,-1.0
    15, -4.2857142857E+00,  3.8775510204E+00, 1.0
    16, -3.8775510204E+00,  3.8775510204E+00,-1.0
    17, -5.9183673469E+00, -2.6530612245E+00, 1.0
    18,  8.7755102041E+00, -1.0204081633E+00,-1.0
    19,  4.6938775510E+00,  2.6530612245E+00,-1.0
    20, -6.7346938776E+00, -2.6530612245E+00, 1.0
    21,  3.0612244898E+00,  1.8367346939E+00,-1.0
    22,  1.4285714286E+00,  9.5918367347E+00, 1.0
    23, -8.7755102041E+00,  8.3673469388E+00,-1.0
    24, -7.5510204082E+00, -5.5102040816E+00, 1.0
    25,  6.1224489796E-01, -6.1224489796E-01, 1.0
    26, -7.1428571429E+00, -2.6530612245E+00,-1.0
    27, -4.2857142857E+00,  1.0204081633E+00,-1.0
    28, -1.8367346939E+00, -2.6530612245E+00, 1.0
    29, -2.0408163265E-01,  2.0408163265E-01, 1.0
    30, -2.0408163265E-01,  6.1224489796E-01,-1.0
    31,  1.8367346939E+00, -6.3265306122E+00, 1.0
    32, -4.6938775510E+00,  8.7755102041E+00,-1.0
    33,  8.7755102041E+00,  2.2448979592E+00, 1.0
    34,  4.6938775510E+00, -1.8367346939E+00,-1.0
    35,  3.8775510204E+00,  3.4693877551E+00, 1.0
    36, -2.2448979592E+00,  4.6938775510E+00, 1.0
    37, -1.8367346939E+00, -8.7755102041E+00, 1.0
    38, -2.2448979592E+00, -8.7755102041E+00,-1.0
    39, -5.1020408163E+00,  8.7755102041E+00, 1.0
    40,  4.2857142857E+00, -6.3265306122E+00,-1.0
    41,  8.3673469388E+00, -3.8775510204E+00,-1.0
