iteration,accepted_count,energy,acceptance_rate
         0,         0, -2.339060584332E+00,  0.0000
         4,         1, -2.417975389272E+00,  0.2500
         7,         2, -2.494181371728E+00,  0.2857
        19,         3, -2.596894175371E+00,  0.1579
        32,         4, -2.607233658124E+00,  0.1250
        33,         5, -2.757488949793E+00,  0.1515
        39,         6, -3.074007548619E+00,  0.1538
        46,         7, -3.401160038302E+00,  0.1522
        49,         8, -3.820687036749E+00,  0.1633
        53,         9, -4.037334593033E+00,  0.1698
        59,        10, -4.350516278727E+00,  0.1695
        78,        11, -4.482419245453E+00,  0.1410
        98,        12, -4.558302432270E+00,  0.1224
       118,        13, -4.927291096979E+00,  0.1102
       119,        14, -5.318029678301E+00,  0.1176
       120,        15, -5.674528518607E+00,  0.1250
       134,        16, -5.776874747562E+00,  0.1194
       135,        17, -5.868055800885E+00,  0.1259
       150,        18, -6.071667427799E+00,  0.1200
       156,        19, -7.098685927983E+00,  0.1218
       157,        20, -7.104846485360E+00,  0.1274
       161,        21, -7.158940903899E+00,  0.1304
       166,        22, -7.314233084584E+00,  0.1325
       171,        23, -7.567590084386E+00,  0.1345
       173,        24, -7.688879602375E+00,  0.1387
       183,        25, -7.721856542231E+00,  0.1366
       185,        26, -7.993956041127E+00,  0.1405
       186,        27, -8.750286801695E+00,  0.1452
       189,        28, -8.827887613567E+00,  0.1481
       199,        29, -9.359569824958E+00,  0.1457
       206,        30, -9.645531800537E+00,  0.1456
       210,        31, -9.758307085559E+00,  0.1476
       217,        32, -1.040875943348E+01,  0.1475
       223,        33, -1.151274227811E+01,  0.1480
       224,        34, -1.163536184787E+01,  0.1518
       228,        35, -1.192160213091E+01,  0.1535
       229,        36, -1.200920865518E+01,  0.1572
       243,        37, -1.214944897807E+01,  0.1523
       244,        38, -1.218951808484E+01,  0.1557
       245,        39, -1.264677271745E+01,  0.1592
       253,        40, -1.293550616166E+01,  0.1581
       269,        41, -1.358034154524E+01,  0.1524
       277,        42, -1.368547097870E+01,  0.1516
       288,        43, -1.399055579155E+01,  0.1493
       292,        44, -1.409864745047E+01,  0.1507
       300,        45, -1.412955289962E+01,  0.1500
       303,        46, -1.494738247202E+01,  0.1518
       304,        47, -1.507339788818E+01,  0.1546
       312,        48, -1.513821518239E+01,  0.1538
       314,        49, -1.662109068947E+01,  0.1561
       322,        50, -1.697685838395E+01,  0.1553
       328,        51, -1.729502373065E+01,  0.1555
       332,        52, -1.778586871709E+01,  0.1566
       334,        53, -1.784740877446E+01,  0.1587
       337,        54, -1.787968013794E+01,  0.1602
       358,        55, -1.819079072798E+01,  0.1536
       369,        56, -1.828496747854E+01,  0.1518
       376,        57, -1.837962490040E+01,  0.1516
       380,        58, -1.843204559231E+01,  0.1526
       383,        59, -1.871963471680E+01,  0.1540
       386,        60, -1.926802399991E+01,  0.1554
       396,        61, -1.930621216415E+01,  0.1540
       398,        62, -2.056975376858E+01,  0.1558
       409,        63, -2.267350279035E+01,  0.1540
       411,        64, -2.281078077178E+01,  0.1557
       418,        65, -2.328354062125E+01,  0.1555
       428,        66, -2.330365478513E+01,  0.1542
       441,        67, -2.333591758036E+01,  0.1519
       442,        68, -2.369146773656E+01,  0.1538
       443,        69, -2.376771186160E+01,  0.1558
       453,        70, -2.409841009139E+01,  0.1545
       457,        71, -2.444021693839E+01,  0.1554
       458,        72, -2.500407352016E+01,  0.1572
       486,        73, -2.532023819513E+01,  0.1502
       487,        74, -2.532907097254E+01,  0.1520
       499,        75, -2.555508935717E+01,  0.1503
       501,        76, -2.586610286220E+01,  0.1517
       505,        77, -2.616430062748E+01,  0.1525
       511,        78, -2.617482047427E+01,  0.1526
       512,        79, -2.746070555859E+01,  0.1543
       521,        80, -2.753895788739E+01,  0.1536
       526,        81, -2.757813287321E+01,  0.1540
       528,        82, -2.857618827834E+01,  0.1553
       536,        83, -2.866361417152E+01,  0.1549
       546,        84, -2.910879218855E+01,  0.1538
       551,        85, -2.929820639184E+01,  0.1543
       558,        86, -2.934782520024E+01,  0.1541
       559,        87, -2.939472541858E+01,  0.1556
       566,        88, -2.976238140160E+01,  0.1555
       571,        89, -3.018771998753E+01,  0.1559
       586,        90, -3.075952913949E+01,  0.1536
       602,        91, -3.084136148560E+01,  0.1512
       604,        92, -3.093100302225E+01,  0.1523
       623,        93, -3.109648215232E+01,  0.1493
       624,        94, -3.113007963526E+01,  0.1506
       626,        95, -3.189256023647E+01,  0.1518
       634,        96, -3.212271595423E+01,  0.1514
       647,        97, -3.217619793288E+01,  0.1499
       664,        98, -3.226351783718E+01,  0.1476
       668,        99, -3.270666932674E+01,  0.1482
       670,       100, -3.273836493959E+01,  0.1493
       673,       101, -3.277058645015E+01,  0.1501
       679,       102, -3.277335604613E+01,  0.1502
       694,       103, -3.364089798148E+01,  0.1484
       698,       104, -3.373375278204E+01,  0.1490
       703,       105, -3.377435559709E+01,  0.1494
       708,       106, -3.385947114247E+01,  0.1497
       709,       107, -3.387970229841E+01,  0.1509
       728,       108, -3.393989800878E+01,  0.1484
       729,       109, -3.418500158387E+01,  0.1495
       732,       110, -3.435866816840E+01,  0.1503
       742,       111, -3.440104317577E+01,  0.1496
       743,       112, -3.539732860046E+01,  0.1507
       761,       113, -3.548126159298E+01,  0.1485
       762,       114, -3.573707583664E+01,  0.1496
       770,       115, -3.575881646727E+01,  0.1494
       776,       116, -3.580981251915E+01,  0.1495
       792,       117, -3.623167046644E+01,  0.1477
       794,       118, -3.635051444056E+01,  0.1486
       799,       119, -3.638969940141E+01,  0.1489
       814,       120, -3.646664812222E+01,  0.1474
       817,       121, -3.652394856222E+01,  0.1481
       824,       122, -3.681466096184E+01,  0.1481
       829,       123, -3.707499491961E+01,  0.1484
       833,       124, -3.720678325165E+01,  0.1489
       838,       125, -3.759302554416E+01,  0.1492
       842,       126, -3.762759765542E+01,  0.1496
       843,       127, -3.769651626044E+01,  0.1507
       850,       128, -3.957955843141E+01,  0.1506
       852,       129, -4.019717758965E+01,  0.1514
       853,       130, -4.038558338322E+01,  0.1524
       854,       131, -4.193115135571E+01,  0.1534
       856,       132, -4.222852567753E+01,  0.1542
       861,       133, -4.243035625386E+01,  0.1545
