iteration,accepted_count,energy,acceptance_rate
         0,         0,  2.606304342375E+02,  0.0000
         1,         1,  2.605515986131E+02,  1.0000
         2,         2,  2.605086889230E+02,  1.0000
         3,         3,  2.604264996785E+02,  1.0000
         4,         4,  1.692069440486E+02,  1.0000
         5,         5,  1.690879624816E+02,  1.0000
         8,         6,  1.689995363000E+02,  0.7500
        14,         7,  1.689287398147E+02,  0.5000
        15,         8,  1.689220922281E+02,  0.5333
        22,         9,  1.688664713630E+02,  0.4091
        23,        10,  1.688464312145E+02,  0.4348
        26,        11,  1.688421211182E+02,  0.4231
        27,        12,  1.687321388989E+02,  0.4444
        29,        13,  1.687183428879E+02,  0.4483
        30,        14,  1.687148241201E+02,  0.4667
        31,        15,  1.686794294696E+02,  0.4839
        32,        16,  1.682317647801E+02,  0.5000
        40,        17,  1.681406026109E+02,  0.4250
        41,        18,  1.681404317346E+02,  0.4390
        42,        19,  1.681345917926E+02,  0.4524
        43,        20,  1.681285423926E+02,  0.4651
        51,        21,  1.681279002286E+02,  0.4118
        54,        22,  1.680584667551E+02,  0.4074
        55,        23,  1.678797447847E+02,  0.4182
        56,        24,  1.678636350406E+02,  0.4286
        57,        25,  1.636532536818E+02,  0.4386
        58,        26,  1.636491869259E+02,  0.4483
        59,        27,  1.635429626148E+02,  0.4576
        63,        28,  1.635329439096E+02,  0.4444
        65,        29,  1.634548191930E+02,  0.4462
        66,        30,  1.633620865552E+02,  0.4545
        67,        31,  1.633126766227E+02,  0.4627
        68,        32,  1.631846141143E+02,  0.4706
        70,        33,  1.631802316418E+02,  0.4714
        72,        34,  1.630755004853E+02,  0.4722
        73,        35,  1.630513446524E+02,  0.4795
        75,        36,  1.630286509079E+02,  0.4800
        77,        37,  1.629555545471E+02,  0.4805
        78,        38,  1.628576775894E+02,  0.4872
        81,        39,  1.628106422178E+02,  0.4815
        84,        40,  1.626992746103E+02,  0.4762
        85,        41,  1.626222730417E+02,  0.4824
        88,        42,  1.625652209367E+02,  0.4773
        89,        43,  1.625032102994E+02,  0.4831
        94,        44,  1.625026281682E+02,  0.4681
        98,        45,  1.623894126742E+02,  0.4592
       102,        46,  1.623553304277E+02,  0.4510
       104,        47,  1.623292021385E+02,  0.4519
       105,        48,  1.623262571465E+02,  0.4571
       109,        49,  1.622876802740E+02,  0.4495
       110,        50,  1.622119718385E+02,  0.4545
       111,        51,  1.622103438303E+02,  0.4595
       114,        52,  1.621943007639E+02,  0.4561
       115,        53,  1.621022302165E+02,  0.4609
       117,        54,  1.619807915515E+02,  0.4615
       122,        55,  1.611709748105E+02,  0.4508
       125,        56,  1.610388765664E+02,  0.4480
       128,        57,  1.610355560849E+02,  0.4453
       129,        58,  1.610064333111E+02,  0.4496
       130,        59,  1.608748154985E+02,  0.4538
       133,        60,  1.608394299164E+02,  0.4511
       135,        61,  1.607400957430E+02,  0.4519
       138,        62,  1.607251118482E+02,  0.4493
       140,        63,  1.606930523987E+02,  0.4500
       141,        64,  1.604654607410E+02,  0.4539
       145,        65,  1.589337824640E+02,  0.4483
       146,        66,  1.589143675506E+02,  0.4521
       147,        67,  1.586155439601E+02,  0.4558
       148,        68,  1.586067643885E+02,  0.4595
       149,        69,  1.585479528138E+02,  0.4631
       151,        70,  1.584545511568E+02,  0.4636
       157,        71,  1.583693130169E+02,  0.4522
       158,        72,  1.583519383027E+02,  0.4557
       159,        73,  1.583444293600E+02,  0.4591
       162,        74,  1.582685643670E+02,  0.4568
       165,        75,  1.582169962494E+02,  0.4545
       166,        76,  1.582134966785E+02,  0.4578
       167,        77,  1.581684226703E+02,  0.4611
       169,        78,  1.581509073343E+02,  0.4615
       170,        79,  1.581277404262E+02,  0.4647
       171,        80,  1.577918889493E+02,  0.4678
       172,        81,  1.577807519256E+02,  0.4709
       179,        82,  1.577675948924E+02,  0.4581
       180,        83,  1.577556249593E+02,  0.4611
       181,        84,  1.576846827342E+02,  0.4641
       182,        85,  1.576236485369E+02,  0.4670
       184,        86,  1.576031891887E+02,  0.4674
       185,        87,  1.575737443009E+02,  0.4703
       188,        88,  1.575695228209E+02,  0.4681
       194,        89,  1.575406207368E+02,  0.4588
       198,        90,  1.575074547917E+02,  0.4545
       203,        91,  1.575034772092E+02,  0.4483
       204,        92,  1.574893017556E+02,  0.4510
       205,        93,  1.574195196229E+02,  0.4537
       206,        94,  1.573280172372E+02,  0.4563
       208,        95,  1.573162812374E+02,  0.4567
       212,        96,  1.572891049448E+02,  0.4528
       213,        97,  1.572700434097E+02,  0.4554
       217,        98,  1.572633000891E+02,  0.4516
       222,        99,  1.571958481347E+02,  0.4459
       224,       100,  1.571278237961E+02,  0.4464
       225,       101,  1.569674075675E+02,  0.4489
       226,       102,  1.569570019148E+02,  0.4513
       228,       103,  1.568990280417E+02,  0.4518
       232,       104,  1.568954910215E+02,  0.4483
       237,       105,  1.568941856300E+02,  0.4430
       238,       106,  1.568297614396E+02,  0.4454
       239,       107,  1.565697877909E+02,  0.4477
       240,       108,  1.563108623911E+02,  0.4500
       242,       109,  1.561935862653E+02,  0.4504
       244,       110,  1.560674436419E+02,  0.4508
       247,       111,  1.555501029429E+02,  0.4494
       248,       112,  1.554920407620E+02,  0.4516
       249,       113,  1.554146349345E+02,  0.4538
       251,       114,  1.552400591615E+02,  0.4542
       252,       115,  1.550600237385E+02,  0.4563
       253,       116,  1.550095641543E+02,  0.4585
       255,       117,  1.550030401516E+02,  0.4588
       256,       118,  1.549068124053E+02,  0.4609
       258,       119,  1.548905951344E+02,  0.4612
       262,       120,  1.548836688485E+02,  0.4580
       263,       121,  1.548045453298E+02,  0.4601
       264,       122,  1.547888123205E+02,  0.4621
       265,       123,  1.547773943106E+02,  0.4642
       269,       124,  1.547538618232E+02,  0.4610
       270,       125,  1.547537238804E+02,  0.4630
       274,       126,  1.547464110810E+02,  0.4599
       275,       127,  1.547267018417E+02,  0.4618
       278,       128,  1.546784089602E+02,  0.4604
       279,       129,  1.546672569929E+02,  0.4624
       280,       130,  1.546396330299E+02,  0.4643
       284,       131,  1.546235919536E+02,  0.4613
       285,       132,  1.546108348298E+02,  0.4632
       287,       133,  1.545992642540E+02,  0.4634
       291,       134,  1.543555622165E+02,  0.4605
       294,       135,  1.543359047456E+02,  0.4592
       295,       136,  1.541863251175E+02,  0.4610
       296,       137,  1.541055645573E+02,  0.4628
       297,       138,  1.540851192139E+02,  0.4646
       298,       139,  1.540649673771E+02,  0.4664
       299,       140,  1.539969673260E+02,  0.4682
       300,       141,  1.539846142665E+02,  0.4700
       303,       142,  1.539674780898E+02,  0.4686
       305,       143,  1.538383688643E+02,  0.4689
       306,       144,  1.537886185513E+02,  0.4706
       308,       145,  1.537176887499E+02,  0.4708
       310,       146,  1.537155251974E+02,  0.4710
       311,       147,  1.535856494779E+02,  0.4727
       312,       148,  1.535574428940E+02,  0.4744
       314,       149,  1.534807294576E+02,  0.4745
       315,       150,  1.534745784687E+02,  0.4762
       316,       151,  1.534164099484E+02,  0.4778
       317,       152,  1.533988247141E+02,  0.4795
       319,       153,  1.533970968452E+02,  0.4796
       320,       154,  1.533965841408E+02,  0.4813
       322,       155,  1.533647683450E+02,  0.4814
       323,       156,  1.532597807624E+02,  0.4830
       329,       157,  1.531749883537E+02,  0.4772
       332,       158,  1.531543159132E+02,  0.4759
       333,       159,  1.530344061593E+02,  0.4775
       337,       160,  1.529244381940E+02,  0.4748
       338,       161,  1.529105407451E+02,  0.4763
       339,       162,  1.528755401539E+02,  0.4779
       340,       163,  1.528600262494E+02,  0.4794
       341,       164,  1.527808905589E+02,  0.4809
       344,       165,  1.527762298081E+02,  0.4797
       345,       166,  1.527638109770E+02,  0.4812
       346,       167,  1.526987715390E+02,  0.4827
       348,       168,  1.522324422715E+02,  0.4828
       349,       169,  1.522197923056E+02,  0.4842
       350,       170,  1.522195768287E+02,  0.4857
       354,       171,  1.522095104750E+02,  0.4831
       355,       172,  1.521486091634E+02,  0.4845
       357,       173,  1.521225025635E+02,  0.4846
       359,       174,  1.520339354704E+02,  0.4847
       360,       175,  1.520219100758E+02,  0.4861
       361,       176,  1.519948000093E+02,  0.4875
       364,       177,  1.519911812831E+02,  0.4863
       368,       178,  1.518702133958E+02,  0.4837
       370,       179,  1.518620549773E+02,  0.4838
       371,       180,  1.518618301092E+02,  0.4852
       372,       181,  1.518452639454E+02,  0.4866
       373,       182,  1.518078568526E+02,  0.4879
       374,       183,  1.517476969356E+02,  0.4893
       377,       184,  1.517200192100E+02,  0.4881
       378,       185,  1.516693526873E+02,  0.4894
       380,       186,  1.515738954094E+02,  0.4895
       381,       187,  1.515705791456E+02,  0.4908
       384,       188,  1.515703683222E+02,  0.4896
       385,       189,  1.515509099054E+02,  0.4909
       388,       190,  1.515436079157E+02,  0.4897
       389,       191,  1.515273024811E+02,  0.4910
       390,       192,  1.515190947360E+02,  0.4923
       392,       193,  1.515004733940E+02,  0.4923
       398,       194,  1.514949194312E+02,  0.4874
       399,       195,  1.514781420634E+02,  0.4887
       402,       196,  1.511574667834E+02,  0.4876
       403,       197,  1.510803302860E+02,  0.4888
       408,       198,  1.510500485135E+02,  0.4853
       411,       199,  1.510344323270E+02,  0.4842
       413,       200,  1.510208032301E+02,  0.4843
       414,       201,  1.509706855228E+02,  0.4855
       416,       202,  1.509654420472E+02,  0.4856
       417,       203,  1.509172800719E+02,  0.4868
       421,       204,  1.509119907696E+02,  0.4846
       423,       205,  1.509030791758E+02,  0.4846
       425,       206,  1.508811488661E+02,  0.4847
       427,       207,  1.508679133523E+02,  0.4848
       429,       208,  1.508532282025E+02,  0.4848
       433,       209,  1.507847619048E+02,  0.4827
       436,       210,  1.506955697953E+02,  0.4817
       438,       211,  1.506923772215E+02,  0.4817
       444,       212,  1.506444357880E+02,  0.4775
       445,       213,  1.506039265164E+02,  0.4787
       446,       214,  1.505563439541E+02,  0.4798
       447,       215,  1.505489309467E+02,  0.4810
       450,       216,  1.504912570135E+02,  0.4800
       451,       217,  1.504191540783E+02,  0.4812
       468,       218,  1.503555161246E+02,  0.4658
       470,       219,  1.503255681820E+02,  0.4660
       476,       220,  1.503010093604E+02,  0.4622
       481,       221,  1.502183629167E+02,  0.4595
       482,       222,  1.501443092752E+02,  0.4606
       483,       223,  1.500819004583E+02,  0.4617
       486,       224,  1.500811099392E+02,  0.4609
       490,       225,  1.500750532397E+02,  0.4592
       491,       226,  1.499989865020E+02,  0.4603
       494,       227,  1.499868988356E+02,  0.4595
       498,       228,  1.499621434822E+02,  0.4578
       499,       229,  1.498848037392E+02,  0.4589
       501,       230,  1.498580854300E+02,  0.4591
