iteration,accepted_count,energy,acceptance_rate
         0,         0, -2.565175473647E+00,  0.0000
         3,         1, -2.695919782500E+00,  0.3333
         5,         2, -3.218571458651E+00,  0.4000
         6,         3, -3.739092015720E+00,  0.5000
        14,         4, -3.998978973107E+00,  0.2857
        15,         5, -4.081158526053E+00,  0.3333
        20,         6, -4.137507317412E+00,  0.3000
        22,         7, -4.503166444695E+00,  0.3182
        35,         8, -5.349597708504E+00,  0.2286
        39,         9, -6.047132450505E+00,  0.2308
        50,        10, -6.254265042493E+00,  0.2000
        51,        11, -6.958666440385E+00,  0.2157
        57,        12, -8.263173195262E+00,  0.2105
        59,        13, -9.541470319250E+00,  0.2203
        60,        14, -9.793127867343E+00,  0.2333
        62,        15, -1.018764541600E+01,  0.2419
        88,        16, -1.070951528560E+01,  0.1818
        95,        17, -1.129415249902E+01,  0.1789
       100,        18, -1.152348564674E+01,  0.1800
       114,        19, -1.228340147785E+01,  0.1667
       118,        20, -1.228436591950E+01,  0.1695
       119,        21, -1.320912151027E+01,  0.1765
       120,        22, -1.344892383261E+01,  0.1833
       123,        23, -1.347224451793E+01,  0.1870
       137,        24, -1.427045134783E+01,  0.1752
       142,        25, -1.445633408082E+01,  0.1761
       146,        26, -1.494691471449E+01,  0.1781
       147,        27, -1.497145536450E+01,  0.1837
       152,        28, -1.680038664763E+01,  0.1842
       158,        29, -1.683002559744E+01,  0.1835
       161,        30, -1.694074442947E+01,  0.1863
       169,        31, -1.695403572271E+01,  0.1834
       172,        32, -1.705240551969E+01,  0.1860
       173,        33, -1.744736780304E+01,  0.1908
       190,        34, -1.785312525513E+01,  0.1789
       194,        35, -1.785315742939E+01,  0.1804
       200,        36, -1.804094670532E+01,  0.1800
       205,        37, -1.868336712440E+01,  0.1805
       213,        38, -1.875836132657E+01,  0.1784
       223,        39, -1.909022602171E+01,  0.1749
       224,        40, -1.910870351908E+01,  0.1786
       225,        41, -1.938069644850E+01,  0.1822
       230,        42, -1.946775743604E+01,  0.1826
       233,        43, -2.028863977835E+01,  0.1845
       234,        44, -2.029148613443E+01,  0.1880
       237,        45, -2.118965852217E+01,  0.1899
       243,        46, -2.124548632938E+01,  0.1893
       250,        47, -2.160332980776E+01,  0.1880
       253,        48, -2.192738679806E+01,  0.1897
       254,        49, -2.272488351815E+01,  0.1929
       263,        50, -2.371747202144E+01,  0.1901
       269,        51, -2.379367399557E+01,  0.1896
       270,        52, -2.393582599425E+01,  0.1926
       276,        53, -2.406629038950E+01,  0.1920
       277,        54, -2.413884528818E+01,  0.1949
       282,        55, -2.468578962692E+01,  0.1950
       283,        56, -2.591183148598E+01,  0.1979
       285,        57, -2.651187848132E+01,  0.2000
       290,        58, -2.761104324654E+01,  0.2000
       296,        59, -2.940288619510E+01,  0.1993
       318,        60, -2.967836744298E+01,  0.1887
       321,        61, -2.991911437397E+01,  0.1900
       327,        62, -2.994870967895E+01,  0.1896
       330,        63, -3.117806754866E+01,  0.1909
       334,        64, -3.150455629733E+01,  0.1916
       351,        65, -3.156758081383E+01,  0.1852
       370,        66, -3.194608620479E+01,  0.1784
       382,        67, -3.279795486244E+01,  0.1754
       397,        68, -3.356822540100E+01,  0.1713
       400,        69, -3.372297312135E+01,  0.1725
       405,        70, -3.504964326374E+01,  0.1728
       408,        71, -3.528259644558E+01,  0.1740
       414,        72, -3.534108732755E+01,  0.1739
       419,        73, -3.548454164597E+01,  0.1742
       428,        74, -3.634854735754E+01,  0.1729
       435,        75, -3.665904434163E+01,  0.1724
       441,        76, -3.761184654492E+01,  0.1723
       451,        77, -3.772662330174E+01,  0.1707
       453,        78, -3.776785376875E+01,  0.1722
       460,        79, -3.787176101825E+01,  0.1717
       482,        80, -3.788854959423E+01,  0.1660
       504,        81, -3.808059298903E+01,  0.1607
       509,        82, -3.817983072021E+01,  0.1611
       526,        83, -3.822821783647E+01,  0.1578
       530,        84, -3.869801769323E+01,  0.1585
       532,        85, -3.878578309242E+01,  0.1598
       536,        86, -3.902867880907E+01,  0.1604
       543,        87, -3.929507814715E+01,  0.1602
       568,        88, -3.983979470877E+01,  0.1549
       592,        89, -3.986285397020E+01,  0.1503
       597,        90, -3.986883747831E+01,  0.1508
       618,        91, -4.003567409916E+01,  0.1472
       635,        92, -4.054662494262E+01,  0.1449
       640,        93, -4.147128324779E+01,  0.1453
       668,        94, -4.153008682846E+01,  0.1407
       677,        95, -4.153050486804E+01,  0.1403
       691,        96, -4.184454939455E+01,  0.1389
       696,        97, -4.195574137155E+01,  0.1394
       712,        98, -4.220716821281E+01,  0.1376
       733,        99, -4.308582536332E+01,  0.1351
       748,       100, -4.362604573396E+01,  0.1337
       752,       101, -4.390498534905E+01,  0.1343
       753,       102, -4.402903782514E+01,  0.1355
       762,       103, -4.415010385184E+01,  0.1352
       763,       104, -4.433986643494E+01,  0.1363
       796,       105, -4.479514794066E+01,  0.1319
       807,       106, -4.590445018484E+01,  0.1314
       814,       107, -4.636872526944E+01,  0.1314
       815,       108, -4.641742021495E+01,  0.1325
       833,       109, -4.643935600515E+01,  0.1309
       834,       110, -4.709261738492E+01,  0.1319
