iteration,accepted_count,energy,acceptance_rate
         0,         0,  1.021976860359E+01,  0.0000
         6,         1,  9.316843358459E+00,  0.1667
         9,         2,  8.538560427922E+00,  0.2222
        14,         3,  7.590290667147E+00,  0.2143
        15,         4,  7.261466203334E+00,  0.2667
        16,         5,  7.210134574916E+00,  0.3125
        26,         6,  7.182328658953E+00,  0.2308
        27,         7,  6.477373437716E+00,  0.2593
        31,         8,  6.305108630084E+00,  0.2581
        32,         9,  5.496486477559E+00,  0.2812
        39,        10,  4.856161803675E+00,  0.2564
        48,        11,  2.948615752130E+00,  0.2292
        49,        12,  2.882146497832E+00,  0.2449
        57,        13,  1.407152727530E+00,  0.2281
        63,        14,  1.403090899748E+00,  0.2222
        68,        15,  9.515466188741E-01,  0.2206
        74,        16,  8.550374527953E-02,  0.2162
        81,        17, -2.350817042601E-01,  0.2099
        82,        18, -1.007272478582E+00,  0.2195
        89,        19, -1.296334645171E+00,  0.2135
       107,        20, -1.370436785200E+00,  0.1869
       114,        21, -1.435856922916E+00,  0.1842
       126,        22, -2.417776507718E+00,  0.1746
       131,        23, -2.629962972383E+00,  0.1756
       135,        24, -3.489278529345E+00,  0.1778
       136,        25, -3.608302680094E+00,  0.1838
       138,        26, -3.674488761742E+00,  0.1884
       144,        27, -4.002511851808E+00,  0.1875
       152,        28, -4.574158992505E+00,  0.1842
       162,        29, -5.431950091173E+00,  0.1790
       167,        30, -6.402207157110E+00,  0.1796
       174,        31, -6.457176753441E+00,  0.1782
       194,        32, -6.559108595203E+00,  0.1649
       203,        33, -7.365373216714E+00,  0.1626
       215,        34, -7.394510215887E+00,  0.1581
       217,        35, -8.358834643848E+00,  0.1613
       218,        36, -9.298810857960E+00,  0.1651
       219,        37, -9.832232634684E+00,  0.1689
       224,        38, -9.870845385140E+00,  0.1696
       226,        39, -1.002134107894E+01,  0.1726
       242,        40, -1.130801109351E+01,  0.1653
       244,        41, -1.151046927238E+01,  0.1680
       255,        42, -1.182939331225E+01,  0.1647
       260,        43, -1.264300414966E+01,  0.1654
       275,        44, -1.267194691774E+01,  0.1600
       278,        45, -1.389346845189E+01,  0.1619
       284,        46, -1.414368622164E+01,  0.1620
       289,        47, -1.460543608250E+01,  0.1626
       291,        48, -1.467092388737E+01,  0.1649
       295,        49, -1.468319257523E+01,  0.1661
       298,        50, -1.515982506860E+01,  0.1678
       300,        51, -1.525188028249E+01,  0.1700
       315,        52, -1.578523394318E+01,  0.1651
       316,        53, -1.652733777578E+01,  0.1677
       319,        54, -1.678307930289E+01,  0.1693
