particle_id,x,y,charge
     1, -2.0408163265E-01, -1.0000000000E+01, 1.0
     2,  2.2448979592E+00,  6.7346938776E+00, 1.0
     3, -1.8367346939E+00, -7.1428571429E+00, 1.0
     4, -1.0000000000E+01, -7.9591836735E+00, 1.0
     5, -3.0612244898E+00, -1.0000000000E+01, 1.0
     6, -1.0000000000E+01, -1.0000000000E+01, 1.0
     7,  3.4693877551E+00, -3.0612244898E+00, 1.0
     8, -7.1428571429E+00, -2.2448979592E+00, 1.0
     9,  1.0000000000E+01,  5.5102040816E+00, 1.0
    10, -2.0408163265E-01, -6.1224489796E-01, 1.0
    11,  7.1428571429E+00,  2.2448979592E+00, 1.0
    12,  6.1224489796E-01,  1.0000000000E+01, 1.0
    13, -1.4285714286E+00,  3.4693877551E+00, 1.0
    14,  5.9183673469E+00,  1.0000000000E+01, 1.0
    15,  2.6530612245E+00, -1.0000000000E+01, 1.0
    16, -1.0000000000E+01,  5.5102040816E+00, 1.0
    17,  1.0000000000E+01, -1.0000000000E+01, 1.0
    18, -3.0612244898E+00,  7.1428571429E+00, 1.0
    19, -7.9591836735E+00,  1.0000000000E+01, 1.0
    20,  7.9591836735E+00,  1.0000000000E+01, 1.0
    21,  1.0000000000E+01,  1.0000000000E+01, 1.0
    22, -1.0000000000E+01, -3.4693877551E+00, 1.0
    23,  3.4693877551E+00,  1.0000000000E+01, 1.0
    24, -1.0000000000E+01,  2.2448979592E+00, 1.0
    25, -1.0000000000E+01,  7.9591836735E+00, 1.0
    26,  3.4693877551E+00,  2.6530612245E+00, 1.0
    27,  2.2448979592E+00, -6.7346938776E+00, 1.0
    28,  1.0000000000E+01,  7.9591836735E+00, 1.0
    29, -6.3265306122E+00, -6.7346938776E+00, 1.0
    30,  1.0000000000E+01,  2.6530612245E+00, 1.0
    31,  7.1428571429E+00, -2.2448979592E+00, 1.0
    32,  6.7346938776E+00, -6.7346938776E+00, 1.0
    33, -3.0612244898E+00, -3.4693877551E+00, 1.0
    34, -1.0000000000E+01, -6.1224489796E-01, 1.0
    35, -7.9591836735E+00, -1.0000000000E+01, 1.0
    36, -6.7346938776E+00,  7.9591836735E+00, 1.0
    37, -4.6938775510E+00,  1.0000000000E+01, 1.0
    38, -7.5510204082E+00,  4.2857142857E+00, 1.0
    39,  6.7346938776E+00,  6.3265306122E+00, 1.0
    40, -1.0000000000E+01, -5.9183673469E+00, 1.0
    41, -1.8367346939E+00,  1.0000000000E+01, 1.0
    42,  1.0000000000E+01, -8.3673469388E+00, 1.0
    43,  1.0000000000E+01, -5.9183673469E+00, 1.0
    44, -5.5102040816E+00, -1.0000000000E+01, 1.0
    45,  7.5510204082E+00, -1.0000000000E+01, 1.0
    46, -5.5102040816E+00,  1.4285714286E+00, 1.0
    47,  5.1020408163E+00, -1.0000000000E+01, 1.0
    48,  1.0000000000E+01, -3.0612244898E+00, 1.0
    49, -1.0000000000E+01,  1.0000000000E+01, 1.0
    50,  1.0000000000E+01, -2.0408163265E-01, 1.0
