iteration,accepted_count,energy,acceptance_rate
         0,         0, -4.169816410355E+00,  0.0000
         1,         1, -4.686716497607E+00,  1.0000
         6,         2, -4.705439183292E+00,  0.3333
        11,         3, -4.785355373978E+00,  0.2727
        15,         4, -4.843362190817E+00,  0.2667
        22,         5, -5.570064312596E+00,  0.2273
        24,         6, -5.821906268224E+00,  0.2500
        40,         7, -7.169110639176E+00,  0.1750
        54,         8, -7.381651527082E+00,  0.1481
        57,         9, -7.593544116552E+00,  0.1579
        65,        10, -7.750021448347E+00,  0.1538
        69,        11, -7.804174985555E+00,  0.1594
        72,        12, -8.595173356026E+00,  0.1667
        78,        13, -9.366422558421E+00,  0.1667
       103,        14, -1.018550924371E+01,  0.1359
       122,        15, -1.097910194165E+01,  0.1230
       128,        16, -1.180522713192E+01,  0.1250
       130,        17, -1.189977736419E+01,  0.1308
       133,        18, -1.283917555550E+01,  0.1353
       136,        19, -1.436230902527E+01,  0.1397
       160,        20, -1.458531465860E+01,  0.1250
       163,        21, -1.467594641498E+01,  0.1288
       167,        22, -1.493522837520E+01,  0.1317
       168,        23, -1.589838381525E+01,  0.1369
       178,        24, -1.646512909947E+01,  0.1348
       180,        25, -1.655461059234E+01,  0.1389
       185,        26, -1.658351354488E+01,  0.1405
       188,        27, -1.661759168112E+01,  0.1436
       196,        28, -1.685258186273E+01,  0.1429
       201,        29, -1.704349567028E+01,  0.1443
       205,        30, -1.723413006095E+01,  0.1463
       211,        31, -1.762326358810E+01,  0.1469
       224,        32, -1.788188455561E+01,  0.1429
       231,        33, -1.801622825841E+01,  0.1429
       233,        34, -1.876551657723E+01,  0.1459
       234,        35, -1.956077166090E+01,  0.1496
       235,        36, -2.171125286884E+01,  0.1532
       241,        37, -2.205871282196E+01,  0.1535
       245,        38, -2.284579448558E+01,  0.1551
       277,        39, -2.322986333479E+01,  0.1408
       280,        40, -2.369687590519E+01,  0.1429
       286,        41, -2.384772549075E+01,  0.1434
       288,        42, -2.399822943042E+01,  0.1458
       293,        43, -2.481189066787E+01,  0.1468
       294,        44, -2.503756939420E+01,  0.1497
       295,        45, -2.638546720130E+01,  0.1525
       300,        46, -2.716961072466E+01,  0.1533
       319,        47, -2.806951549270E+01,  0.1473
       320,        48, -2.809959393982E+01,  0.1500
       337,        49, -2.841838235463E+01,  0.1454
       338,        50, -2.843174148906E+01,  0.1479
       340,        51, -2.848878553542E+01,  0.1500
       349,        52, -2.859113685117E+01,  0.1490
       355,        53, -2.910727236293E+01,  0.1493
       372,        54, -2.989395308342E+01,  0.1452
       380,        55, -3.083732596482E+01,  0.1447
       383,        56, -3.092838557773E+01,  0.1462
