iteration,accepted_count,energy,acceptance_rate
         0,         0,  1.723470690349E+02,  0.0000
         5,         1,  1.723084210820E+02,  0.2000
        22,         2,  1.723072076965E+02,  0.0909
        27,         3,  1.720046810926E+02,  0.1111
        35,         4,  1.715285341811E+02,  0.1143
        56,         5,  1.714933661894E+02,  0.0893
        59,         6,  1.706691003001E+02,  0.1017
        69,         7,  1.704472190267E+02,  0.1014
        73,         8,  1.702705643685E+02,  0.1096
        80,         9,  1.699967018816E+02,  0.1125
        81,        10,  1.699948049851E+02,  0.1235
       104,        11,  1.698222984465E+02,  0.1058
       105,        12,  1.689351221747E+02,  0.1143
       126,        13,  1.689146294727E+02,  0.1032
       130,        14,  1.688882435623E+02,  0.1077
       131,        15,  1.688528482929E+02,  0.1145
       138,        16,  1.685821251444E+02,  0.1159
       161,        17,  1.685372722511E+02,  0.1056
       166,        18,  1.685030829299E+02,  0.1084
       177,        19,  1.684271451378E+02,  0.1073
       180,        20,  1.682251111863E+02,  0.1111
       185,        21,  1.681208157279E+02,  0.1135
       218,        22,  1.679505754398E+02,  0.1009
       226,        23,  1.678802234181E+02,  0.1018
       227,        24,  1.677872637111E+02,  0.1057
       229,        25,  1.675697965198E+02,  0.1092
       257,        26,  1.674390198551E+02,  0.1012
       261,        27,  1.672085757272E+02,  0.1034
       266,        28,  1.671033127744E+02,  0.1053
       269,        29,  1.668129262832E+02,  0.1078
       283,        30,  1.666716950981E+02,  0.1060
       290,        31,  1.664300619947E+02,  0.1069
       295,        32,  1.663965854276E+02,  0.1085
       296,        33,  1.663806619125E+02,  0.1115
       299,        34,  1.662950748769E+02,  0.1137
       302,        35,  1.662831150465E+02,  0.1159
       320,        36,  1.661215803507E+02,  0.1125
       323,        37,  1.660080971418E+02,  0.1146
       327,        38,  1.658015940698E+02,  0.1162
       330,        39,  1.657167503320E+02,  0.1182
       342,        40,  1.656649763390E+02,  0.1170
       348,        41,  1.655366094677E+02,  0.1178
       350,        42,  1.654488022062E+02,  0.1200
       356,        43,  1.652269379044E+02,  0.1208
       360,        44,  1.651220541421E+02,  0.1222
       376,        45,  1.650701291897E+02,  0.1197
       392,        46,  1.649842834241E+02,  0.1173
       396,        47,  1.649713749441E+02,  0.1187
       400,        48,  1.648836653137E+02,  0.1200
       406,        49,  1.647078270606E+02,  0.1207
       408,        50,  1.646420577751E+02,  0.1225
       417,        51,  1.645132500665E+02,  0.1223
       421,        52,  1.644201991931E+02,  0.1235
       431,        53,  1.643436650788E+02,  0.1230
       445,        54,  1.642467775719E+02,  0.1213
       448,        55,  1.641164645615E+02,  0.1228
       454,        56,  1.638615546233E+02,  0.1233
       457,        57,  1.636268671670E+02,  0.1247
       470,        58,  1.636076260213E+02,  0.1234
       474,        59,  1.635540547822E+02,  0.1245
       477,        60,  1.633154721930E+02,  0.1258
       480,        61,  1.630863086452E+02,  0.1271
       481,        62,  1.629182690128E+02,  0.1289
       485,        63,  1.628761943392E+02,  0.1299
       492,        64,  1.628697646224E+02,  0.1301
       494,        65,  1.627228731807E+02,  0.1316
       504,        66,  1.626835641264E+02,  0.1310
